index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
newfoundland_52,22,"[33.376, 21.056, 126.784, 171.136]","[93, 33, 69, 80]",0.24595657354408001
scottish_terrier_71,30,"[1.344, 47.888, 159.04, 142.912]","[61, 78, 70, 73]",0.2248256387856922
Bengal_32,5,"[33.152, 40.136, 142.912, 143.36]","[90, 73, 74, 83]",0.2997872254554251
wheaten_terrier_47,35,"[62.72, 28.448, 99.008, 167.104]","[70, 39, 74, 79]",0.35334721896595306
boxer_2,1,"[0.0, 67.464, 134.4, 119.168]","[56, 77, 75, 78]",0.3652556534831977
wheaten_terrier_41,35,"[72.80000000000001, 60.032000000000004, 76.608, 107.968]","[66, 61, 73, 70]",0.5297687665287854
Bengal_64,5,"[45.248, 41.888, 173.824, 141.12]","[69, 66, 104, 85]",0.36037442100060446
pomeranian_63,24,"[0.896, 40.992000000000004, 178.752, 155.008]","[73, 67, 84, 81]",0.24556093733508003
beagle_91,4,"[22.400000000000002, 58.464, 140.224, 86.464]","[100, 60, 67, 64]",0.3231062046957881
great_pyrenees_34,15,"[75.712, 62.944, 70.784, 128.576]","[70, 56, 83, 72]",0.43972842809658874
great_pyrenees_91,15,"[0.0, 30.64, 175.616, 185.92000000000002]","[76, 49, 71, 76]",0.1652653277625286
miniature_pinscher_30,21,"[57.792, 42.928, 111.552, 142.912]","[71, 77, 67, 70]",0.2941892401671171
Sphynx_250,33,"[13.542268041237113, 2.7711340206185566, 185.2041237113402, 219.3814432989691]","[48, 48, 115, 90]",0.2547356967995559
english_setter_22,13,"[28.0, 70.784, 109.76, 152.768]","[68, 70, 82, 83]",0.3215187074964777
Ragdoll_255,26,"[0.0, 28.746666666666666, 223.25333333333333, 165.76000000000002]","[55, 91, 92, 76]",0.1889399210827782
japanese_chin_36,17,"[72.57600000000001, 37.0, 72.128, 23.744]","[72, 49, 75, 73]",0.13359615527772414
miniature_pinscher_84,21,"[44.647999999999996, 14.784, 109.76, 177.856]","[81, 45, 71, 86]",0.3127837490571204
chihuahua_52,10,"[47.04, 42.376, 119.616, 143.808]","[79, 72, 74, 79]",0.3398493857096901
english_cocker_spaniel_3,12,"[56.0, 45.472, 107.52, 150.08]","[59, 65, 72, 70]",0.31233342217484006
shiba_inu_72,31,"[36.288000000000004, 35.24, 138.43200000000002, 155.45600000000002]","[57, 75, 81, 77]",0.28982227543797234
beagle_47,4,"[0.0, 26.240000000000002, 224.0, 170.68800000000002]","[123, 79, 76, 75]",0.14908153221918688
keeshond_91,18,"[77.056, 59.848, 92.736, 113.792]","[75, 72, 79, 73]",0.5248124745854853
Sphynx_57,31,"[103.04, 73.28800000000001, 45.696, 91.392]","[91, 69, 69, 78]",0.5441672206008293
leonberger_39,19,"[31.136, 30.016000000000002, 159.04, 172.928]","[31, 27, 67, 75]",0.173669650756697
staffordshire_bull_terrier_40,1,"[61.775999999999996, 16.576, 108.864, 198.464]","[70, 24, 75, 71]",0.24646405203248425
British_Shorthair_60,9,"[0.0, 49.056, 162.17600000000002, 129.472]","[82, 61, 74, 67]",0.23612614732275747
german_shorthaired_2,14,"[1.344, 56.224000000000004, 222.656, 137.984]","[74, 73, 89, 79]",0.2288516061082903
shiba_inu_29,31,"[37.632, 38.0, 132.16, 148.736]","[66, 58, 73, 71]",0.2636726482634099
beagle_98,4,"[50.176, 62.728, 77.952, 127.68]","[53, 72, 72, 68]",0.491916367272862
Russian_Blue_88,27,"[31.36, 46.584, 160.38400000000001, 129.92000000000002]","[35, 50, 66, 66]",0.20905031127265003
english_cocker_spaniel_9,12,"[38.344, 3.136, 146.496, 220.864]","[58, 23, 67, 69]",0.14288057638430252
yorkshire_terrier_23,36,"[50.848, 39.872, 104.83200000000001, 167.552]","[60, 60, 66, 73]",0.27429842129159354
Bombay_221,7,"[10.32258064516129, 76.96774193548387, 191.48387096774192, 108.38709677419355]","[41, 74, 71, 68]",0.2202370801032309
saint_bernard_195,28,"[0.448, 40.992000000000004, 200.256, 154.56]","[101, 69, 63, 71]",0.14451610634040601
chihuahua_51,10,"[38.0, 96.768, 107.52, 89.152]","[70, 116, 82, 73]",0.5130913045881987
yorkshire_terrier_93,16,"[74.088, 50.176, 101.248, 114.688]","[75, 64, 81, 74]",0.5161932321238091
Egyptian_Mau_58,5,"[0.0, 27.272, 189.952, 137.984]","[105, 60, 73, 55]",0.15318383870984376
havanese_30,16,"[51.968, 37.448, 129.92000000000002, 147.84]","[71, 50, 77, 73]",0.29264803981937604
american_bulldog_99,1,"[38.344, 3.584, 146.94400000000002, 220.416]","[73, 42, 77, 72]",0.17117023508540832
keeshond_197,18,"[1.792, 40.544, 217.28, 153.66400000000002]","[44, 71, 79, 79]",0.18692280776787285
yorkshire_terrier_96,36,"[0.0, 37.896, 174.272, 144.704]","[79, 62, 76, 68]",0.20493415875347568
Egyptian_Mau_4,5,"[21.28, 64.60000000000001, 194.88000000000002, 153.44000000000003]","[38, 89, 79, 83]",0.21928015165290876
beagle_33,3,"[127.232, 58.232, 46.592, 92.288]","[114, 60, 69, 66]",0.5321288874463901
basset_hound_71,4,"[0.0, 65.672, 146.496, 120.06400000000001]","[47, 60, 74, 70]",0.2643329144785979
basset_hound_195,3,"[37.448, 1.792, 116.48, 155.45600000000002]","[54, 25, 72, 71]",0.28231372631074153
Siamese_97,32,"[51.52, 30.240000000000002, 136.192, 165.312]","[56, 36, 63, 64]",0.17908719970658352
beagle_23,4,"[46.144, 37.0, 176.96, 142.016]","[77, 75, 83, 72]",0.2377925274650051
Abyssinian_8,0,"[67.648, 50.888, 156.352, 134.848]","[82, 62, 74, 83]",0.29131433877990076
english_setter_33,12,"[61.6, 90.944, 66.752, 96.768]","[50, 78, 77, 77]",0.5109358090047537
german_shorthaired_26,14,"[47.712, 3.136, 148.288, 220.864]","[98, 32, 87, 117]",0.3107951073178516
leonberger_63,19,"[0.0, 28.896, 223.552, 166.656]","[34, 38, 89, 67]",0.1600535443143254
staffordshire_bull_terrier_20,34,"[47.04, 33.2, 143.36, 160.832]","[61, 42, 74, 73]",0.23429020099944572
Bombay_67,18,"[28.0, 0.0, 167.552, 224.0]","[50, 53, 119, 93]",0.2948711444805195
chihuahua_43,4,"[39.24, 2.688, 140.672, 220.416]","[85, 71, 73, 72]",0.16951361191517156
boxer_49,8,"[48.832, 34.512, 173.824, 162.624]","[70, 59, 84, 72]",0.21395251889628647
boxer_45,8,"[80.64, 44.272, 75.712, 139.328]","[72, 57, 75, 73]",0.4333172921936397
keeshond_36,18,"[41.2, 54.13333333333333, 126.93333333333334, 145.13333333333333]","[93, 55, 68, 80]",0.2952949668613426
keeshond_97,18,"[22.848, 28.0, 167.552, 168.0]","[32, 40, 75, 78]",0.20782460711557352
newfoundland_76,22,"[75.632, 63.168, 102.144, 136.192]","[80, 80, 76, 76]",0.4152051445578231
yorkshire_terrier_196,36,"[58.24, 50.44, 88.256, 116.928]","[71, 73, 76, 74]",0.5394188868814299
pomeranian_9,17,"[24.192, 83.24799999999999, 103.04, 88.256]","[61, 71, 77, 72]",0.3705379072739657
beagle_71,4,"[45.696, 67.016, 128.12800000000001, 98.11200000000001]","[121, 51, 66, 68]",0.19185521053959606
Ragdoll_264,26,"[0.0, 53.08108108108108, 198.05405405405406, 112.43243243243244]","[107, 62, 81, 73]",0.26554158050260324
saint_bernard_91,28,"[22.848, 49.992000000000004, 201.15200000000002, 120.96000000000001]","[56, 54, 63, 62]",0.16053365945487325
Birman_81,6,"[10.0, 46.0, 214.0, 113.0]","[32, 46, 65, 69]",0.18546853031180216
german_shorthaired_86,14,"[21.952, 49.992000000000004, 155.008, 131.264]","[83, 52, 81, 76]",0.30255118900328976
pug_196,25,"[45.17333333333333, 35.093333333333334, 150.82666666666668, 167.25333333333333]","[54, 40, 68, 64]",0.17251861847992378
pomeranian_25,24,"[38.528, 28.448, 175.168, 166.656]","[71, 58, 85, 74]",0.21546410026142288
Birman_65,6,"[0.0, 65.224, 166.208, 120.512]","[64, 92, 66, 65]",0.21417810641225596
samoyed_66,29,"[66.304, 24.240000000000002, 99.008, 178.752]","[76, 59, 75, 76]",0.3220725103228105
Birman_78,6,"[38.344, 10.304, 146.94400000000002, 213.696]","[73, 47, 79, 71]",0.1786229219071046
keeshond_57,18,"[35.392, 42.784, 105.28, 100.8]","[69, 46, 82, 72]",0.4544255642911488
german_shorthaired_199,8,"[51.968, 42.824, 172.032, 142.912]","[96, 53, 75, 72]",0.21964221988756316
havanese_37,16,"[42.376, 11.648, 144.256, 212.352]","[61, 30, 73, 75]",0.17872852947983975
basset_hound_93,3,"[50.176, 50.44, 173.824, 94.08]","[70, 62, 65, 63]",0.2504072263570376
basset_hound_47,3,"[48.304, 15.68, 136.192, 191.296]","[76, 40, 74, 76]",0.2158677800745591
basset_hound_90,3,"[13.888, 59.848, 107.072, 120.512]","[19, 66, 78, 74]",0.44732185115573037
pomeranian_50,24,"[37.896, 45.696, 138.88, 157.696]","[67, 60, 79, 69]",0.2488947847857068
boxer_64,8,"[0.448, 1.344, 215.936, 222.656]","[73, 65, 82, 82]",0.13985186097531926
British_Shorthair_2,9,"[18.330909090909092, 21.17818181818182, 170.24, 197.93454545454546]","[110, 31, 72, 67]",0.14316079136332896
wheaten_terrier_29,35,"[42.824, 124.544, 58.24, 91.84]","[41, 111, 80, 74]",0.4544458490804186
Ragdoll_8,6,"[0.0, 39.688, 179.20000000000002, 141.568]","[59, 59, 70, 65]",0.179352855165009
Maine_Coon_85,20,"[75.488, 8.96, 112.0, 215.04]","[71, 0, 82, 96]",0.267619535821549
scottish_terrier_49,30,"[50.624, 53.800000000000004, 116.928, 111.552]","[56, 56, 68, 71]",0.3701445668513446
great_pyrenees_47,15,"[12.992, 25.136, 146.496, 176.064]","[36, 45, 77, 78]",0.23285683854745065
basset_hound_95,3,"[36.288000000000004, 37.448, 187.71200000000002, 148.736]","[59, 52, 73, 70]",0.18302599034049596
staffordshire_bull_terrier_51,8,"[86.464, 49.784, 59.584, 107.072]","[72, 81, 80, 77]",0.5635683884818271
Birman_6,6,"[44.352000000000004, 44.168, 168.0, 133.504]","[54, 38, 63, 64]",0.1596780962618818
Persian_91,23,"[19.264, 3.584, 189.056, 219.52]","[63, 47, 67, 66]",0.1065501779225086
english_setter_38,13,"[99.904, 78.768, 72.57600000000001, 71.68]","[81, 59, 78, 72]",0.39923483716542896
Bengal_44,5,"[157.696, 157.92000000000002, 59.584, 37.632]","[54, 71, 76, 76]",0.0
american_pit_bull_terrier_42,34,"[2.24, 36.376, 202.94400000000002, 157.248]","[64, 38, 71, 76]",0.16908714628282587
pomeranian_83,24,"[79.072, 84.224, 59.136, 90.496]","[71, 77, 69, 68]",0.5572582868281808
beagle_28,4,"[47.304, 8.064, 137.536, 215.936]","[87, 32, 81, 71]",0.19364305510579216
chihuahua_1,25,"[61.192, 58.688, 84.672, 133.504]","[77, 73, 70, 72]",0.43547132486079904
British_Shorthair_93,9,"[45.696, 39.168, 178.304, 153.216]","[73, 86, 75, 68]",0.1866830853605658
Ragdoll_33,26,"[0.0, 38.792, 224.0, 146.048]","[103, 46, 76, 72]",0.16726399148616503
Bengal_49,5,"[89.60000000000001, 68.36, 70.336, 100.352]","[77, 78, 71, 73]",0.5343589152601859
Persian_44,23,"[26.472, 12.544, 184.576, 171.136]","[67, 52, 67, 67]",0.14211273526559765
german_shorthaired_30,14,"[0.0, 75.08, 153.216, 111.552]","[65, 72, 75, 77]",0.3200452361635134
american_bulldog_66,1,"[7.6160000000000005, 49.096000000000004, 158.144, 131.264]","[69, 56, 84, 73]",0.2953954438034096
newfoundland_67,22,"[11.648, 71.00800000000001, 211.904, 124.992]","[60, 78, 74, 71]",0.19836666707647843
Persian_37,23,"[20.16, 94.344, 145.15200000000002, 88.70400000000001]","[96, 85, 74, 72]",0.31331728562490424
pug_21,25,"[27.648, 18.368000000000002, 178.752, 201.15200000000002]","[68, 53, 87, 68]",0.16453295612332045
chihuahua_76,10,"[42.544, 18.368000000000002, 129.024, 177.40800000000002]","[85, 39, 72, 78]",0.24534849451144092
Bengal_40,5,"[65.856, 12.096, 120.512, 185.92000000000002]","[78, 40, 75, 114]",0.3816011809166717
american_bulldog_9,1,"[0.0, 37.0, 224.0, 149.632]","[41, 68, 109, 75]",0.24390194419833802
boxer_5,28,"[28.672, 45.512, 142.912, 133.056]","[46, 40, 67, 65]",0.2056114321864614
american_pit_bull_terrier_44,8,"[79.296, 37.0, 70.336, 124.544]","[74, 37, 78, 83]",0.621313740205183
american_bulldog_216,1,"[0.0, 42.376, 221.76, 125.888]","[85, 76, 81, 71]",0.20600407948685784
german_shorthaired_58,14,"[94.976, 62.768, 112.44800000000001, 113.792]","[131, 65, 75, 70]",0.41029463417421425
Abyssinian_30,0,"[44.616, 59.136, 138.88, 96.32000000000001]","[100, 71, 80, 77]",0.46049458793269743
samoyed_5,29,"[86.24000000000001, 80.64, 47.04, 72.57600000000001]","[72, 67, 78, 70]",0.42604199513613195
scottish_terrier_63,30,"[78.21600000000001, 64.96000000000001, 77.504, 139.776]","[87, 72, 73, 78]",0.47999831916770214
pug_67,25,"[64.06400000000001, 38.0, 103.488, 141.568]","[80, 74, 71, 63]",0.3053119532479275
chihuahua_20,10,"[32.704, 39.647999999999996, 162.17600000000002, 133.504]","[72, 66, 80, 78]",0.2882064706189495
scottish_terrier_198,30,"[73.47200000000001, 47.752, 132.16, 137.088]","[113, 80, 77, 72]",0.306001637943313
Abyssinian_77,0,"[48.384, 49.056, 137.088, 146.496]","[59, 71, 69, 78]",0.2679899368004082
Abyssinian_40,0,"[24.904009720534628, 28.26609963547995, 199.09599027946535, 170.65370595382745]","[41, 43, 76, 81]",0.18118422122623984
staffordshire_bull_terrier_36,34,"[11.648, 44.576, 171.584, 148.736]","[68, 51, 77, 75]",0.2262867384775956
havanese_193,16,"[87.36, 31.584, 136.64000000000001, 163.968]","[96, 55, 74, 73]",0.2411113346843709
leonberger_54,19,"[33.6, 35.616, 190.4, 159.936]","[63, 63, 80, 71]",0.18652418950773586
leonberger_52,19,"[77.056, 83.55199999999999, 55.552, 91.392]","[71, 80, 75, 74]",0.5829356253040213
Maine_Coon_63,20,"[37.24, 8.064, 150.976, 214.592]","[78, 38, 79, 81]",0.19751071805322737
staffordshire_bull_terrier_96,2,"[33.792, 58.24, 157.248, 160.38400000000001]","[50, 73, 76, 77]",0.2320374832595503
British_Shorthair_78,23,"[36.0, 32.256, 116.928, 191.744]","[70, 61, 80, 84]",0.2997291407700689
Sphynx_27,33,"[0.448, 27.856, 223.552, 178.304]","[33, 72, 79, 89]",0.1763914182970597
english_setter_29,13,"[38.976, 10.752, 182.336, 213.248]","[66, 47, 81, 76]",0.15832198314566262
american_pit_bull_terrier_28,1,"[107.968, 68.80799999999999, 116.032, 116.928]","[109, 70, 76, 67]",0.375311693265599
Birman_70,6,"[2.688, 49.544, 220.864, 135.296]","[53, 62, 67, 64]",0.14349768224257045
great_pyrenees_6,15,"[25.536, 56.263999999999996, 198.464, 129.92000000000002]","[59, 50, 76, 80]",0.2133978611154668
Bengal_61,5,"[0.0, 32.928, 203.84, 158.144]","[33, 68, 79, 98]",0.24016573016218906
german_shorthaired_74,14,"[67.648, 61.192, 98.56, 125.44]","[82, 71, 72, 74]",0.43095058640339257
chihuahua_69,10,"[34.944, 1.792, 189.056, 218.624]","[69, 41, 79, 78]",0.14908480891725426
chihuahua_55,21,"[65.224, 3.136, 112.896, 220.864]","[87, 46, 63, 88]",0.2223410916090574
Bengal_38,5,"[0.0, 49.544, 181.888, 135.744]","[63, 76, 74, 73]",0.21879121990941428
english_setter_62,13,"[66.304, 12.928, 100.8, 194.43200000000002]","[72, 29, 74, 68]",0.25675112594961175
miniature_pinscher_85,21,"[47.304, 21.504, 123.2, 202.496]","[76, 32, 82, 73]",0.23994381290327876
american_pit_bull_terrier_74,2,"[54.656, 63.84, 134.848, 132.16]","[63, 82, 75, 79]",0.33246337944773047
japanese_chin_71,17,"[39.688, 84.224, 146.94400000000002, 137.984]","[76, 96, 77, 71]",0.2696301700939522
basset_hound_55,3,"[71.68, 71.456, 81.08800000000001, 117.824]","[84, 71, 70, 82]",0.5789109429256988
Bombay_79,7,"[27.62666666666667, 27.0, 195.62666666666667, 162.02666666666667]","[155, 61, 69, 62]",0.13331136506948824
Bombay_5,7,"[71.07737397420868, 23.371629542790153, 89.81008206330598, 175.15592028135993]","[91, 38, 62, 67]",0.2640684874637175
Bengal_28,5,"[67.016, 12.096, 86.912, 194.43200000000002]","[84, 33, 71, 116]",0.47651594439279665
havanese_76,16,"[4.928, 11.584, 218.17600000000002, 204.73600000000002]","[64, 70, 91, 72]",0.14668060732531274
Birman_61,6,"[0.0, 66.12, 164.864, 119.168]","[70, 88, 78, 69]",0.2739417401123983
keeshond_66,18,"[78.848, 87.232, 102.144, 99.904]","[72, 83, 74, 76]",0.43775677146755887
staffordshire_bull_terrier_200,34,"[74.816, 72.80000000000001, 103.936, 123.2]","[88, 82, 82, 74]",0.4738805298765273
leonberger_87,19,"[67.648, 40.544, 106.624, 155.008]","[93, 61, 74, 75]",0.3358024800547799
Bengal_197,5,"[20.906666666666666, 37.24, 203.09333333333333, 150.82666666666668]","[55, 54, 126, 66]",0.271481774950079
pomeranian_95,24,"[45.96, 56.448, 135.744, 167.552]","[66, 79, 70, 76]",0.23390600614683318
Ragdoll_54,26,"[5.824, 39.344, 217.728, 143.808]","[37, 47, 78, 77]",0.19181739919343765
saint_bernard_198,28,"[31.808, 48.647999999999996, 119.168, 134.848]","[78, 92, 72, 68]",0.3046753010399073
yorkshire_terrier_48,36,"[51.968, 37.0, 90.944, 134.4]","[63, 54, 70, 73]",0.41806862831339436
english_setter_31,13,"[24.896, 19.264, 175.168, 201.6]","[69, 25, 70, 68]",0.13479123533471357
Maine_Coon_54,23,"[42.376, 7.168, 143.36, 183.232]","[78, 63, 77, 82]",0.24036723252488648
Egyptian_Mau_43,11,"[0.0, 28.0, 224.0, 167.552]","[45, 48, 88, 112]",0.26260504201680673
yorkshire_terrier_34,36,"[2.688, 37.0, 174.72, 148.736]","[83, 70, 75, 72]",0.2077949750335723
British_Shorthair_55,9,"[0.448, 44.616, 219.072, 141.568]","[65, 83, 87, 69]",0.19356033880411683
Egyptian_Mau_36,11,"[38.5719298245614, 18.07719298245614, 146.97543859649122, 205.92280701754385]","[96, 58, 65, 105]",0.2255035801349947
yorkshire_terrier_197,36,"[5.824, 32.928, 166.208, 163.072]","[46, 70, 82, 79]",0.23900645061866452
shiba_inu_34,31,"[56.448, 38.0, 129.024, 147.84]","[59, 58, 71, 72]",0.2679960478509586
american_pit_bull_terrier_22,1,"[0.0, 78.768, 203.84, 90.496]","[101, 74, 67, 64]",0.21147341089796828
yorkshire_terrier_61,36,"[3.584, 28.0, 185.472, 167.552]","[52, 64, 89, 83]",0.23770599107561338
Egyptian_Mau_201,7,"[1.973568281938326, 18.77533039647577, 222.02643171806167, 199.33039647577093]","[55, 65, 73, 72]",0.11876190265710244
american_bulldog_60,1,"[28.224, 59.808, 195.328, 136.64000000000001]","[54, 72, 77, 69]",0.19906616932191734
Bombay_214,7,"[11.946666666666667, 55.64, 119.46666666666667, 135.89333333333335]","[0, 64, 83, 68]",0.28342812258055894
Bengal_198,11,"[4.027027027027027, 21.18918918918919, 189.4918918918919, 187.07027027027027]","[118, 90, 53, 61]",0.09120324675552469
english_setter_193,13,"[53.088, 21.952, 142.464, 195.776]","[77, 34, 75, 74]",0.1989886923963489
Maine_Coon_80,20,"[41.888, 46.592, 106.176, 174.72]","[55, 63, 70, 69]",0.26036233018036814
Maine_Coon_246,20,"[27.62666666666667, 12.24, 173.2266666666667, 199.36]","[54, 102, 77, 69]",0.15384629521364918
Maine_Coon_33,20,"[12.544, 69.16, 211.45600000000002, 105.72800000000001]","[0, 68, 90, 75]",0.24454767027622493
keeshond_27,18,"[8.96, 53.088, 176.512, 134.4]","[98, 65, 85, 76]",0.2723071303394454
Ragdoll_87,26,"[17.024, 38.792, 133.504, 146.94400000000002]","[42, 77, 80, 77]",0.3140035632439258
Birman_73,6,"[5.376, 55.775999999999996, 57.344, 91.84]","[92, 58, 68, 64]",0.0
Ragdoll_2,26,"[33.39636363636364, 40.14545454545455, 147.43272727272728, 138.47272727272727]","[106, 35, 81, 74]",0.2423814046881545
saint_bernard_58,28,"[54.656, 39.688, 116.928, 145.6]","[75, 59, 79, 70]",0.3248218496063324
Birman_28,6,"[19.264, 52.64, 195.328, 131.264]","[41, 64, 75, 65]",0.19013605658509447
wheaten_terrier_19,35,"[34.944, 57.608000000000004, 159.936, 123.648]","[71, 59, 78, 74]",0.2918723778331208
wheaten_terrier_60,35,"[73.024, 28.448, 150.976, 134.4]","[90, 33, 77, 77]",0.29219600024727993
yorkshire_terrier_41,36,"[5.376, 55.816, 189.504, 97.664]","[56, 81, 67, 64]",0.23168711820729332
Ragdoll_68,26,"[9.856, 12.824, 213.248, 203.392]","[66, 55, 83, 80]",0.1530908540256883
boxer_4,8,"[33.152, 58.056, 89.152, 118.72]","[35, 66, 67, 67]",0.4241257367410793
beagle_59,4,"[62.984, 61.376000000000005, 112.896, 124.544]","[60, 98, 74, 80]",0.3973134396550125
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[106, 48, 70, 72]",0.27328792041156136
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[39, 34, 85, 74]",0.23872780344915445
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[47, 90, 91, 71]",0.2779071652101526
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[93, 59, 82, 68]",0.18318502085329919
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[89, 31, 69, 70]",0.18769920271559157
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[83, 49, 74, 79]",0.3334060019590955
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[95, 36, 71, 89]",0.22217589439480584
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[75, 47, 83, 77]",0.18440524294458835
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[88, 45, 75, 79]",0.4848028838857148
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[77, 88, 79, 72]",0.20683288824214552
havanese_22,35,"[57.344, 45.512, 92.736, 128.576]","[80, 41, 77, 81]",0.4187605164978831
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[77, 56, 64, 62]",0.4216882438824701
British_Shorthair_263,7,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[58, 51, 77, 70]",0.1746476281229113
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[77, 60, 78, 74]",0.5149354479153757
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[81, 62, 78, 73]",0.2497371225118568
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[65, 29, 70, 91]",0.4600166918974498
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[57, 83, 73, 78]",0.22476024462342292
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[78, 69, 77, 77]",0.1801402266310545
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[40, 70, 72, 75]",0.4087622928277603
