index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
basset_hound_90,3,"[13.888, 59.848, 107.072, 120.512]","[0, 71, 106, 87]",0.5678787405693798
pomeranian_50,24,"[37.896, 45.696, 138.88, 157.696]","[71, 61, 87, 72]",0.28601668169100486
boxer_64,8,"[0.448, 1.344, 215.936, 222.656]","[31, 54, 147, 121]",0.36995018607495594
British_Shorthair_2,9,"[18.330909090909092, 21.17818181818182, 170.24, 197.93454545454546]","[81, 24, 112, 119]",0.3740400911499498
wheaten_terrier_29,35,"[42.824, 124.544, 58.24, 91.84]","[52, 128, 78, 75]",0.4894026856048843
Ragdoll_8,26,"[0.0, 39.688, 179.20000000000002, 141.568]","[41, 61, 104, 83]",0.34025798808447427
Maine_Coon_85,20,"[75.488, 8.96, 112.0, 215.04]","[74, 27, 87, 96]",0.33883852152412347
scottish_terrier_49,30,"[50.624, 53.800000000000004, 116.928, 111.552]","[45, 62, 92, 86]",0.5491400343884617
great_pyrenees_47,15,"[12.992, 25.136, 146.496, 176.064]","[0, 38, 154, 118]",0.6089112852137476
basset_hound_95,3,"[36.288000000000004, 37.448, 187.71200000000002, 148.736]","[49, 51, 125, 105]",0.4701010025868903
staffordshire_bull_terrier_51,8,"[86.464, 49.784, 59.584, 107.072]","[68, 103, 76, 60]",0.39518067820652664
Birman_6,6,"[44.352000000000004, 44.168, 168.0, 133.504]","[50, 56, 71, 66]",0.20892899945212987
Persian_91,23,"[19.264, 3.584, 189.056, 219.52]","[60, 37, 86, 85]",0.17613790154082717
english_setter_38,1,"[99.904, 78.768, 72.57600000000001, 71.68]","[0, 0, 29, 40]",0.0
Bengal_44,5,"[157.696, 157.92000000000002, 59.584, 37.632]","[63, 81, 75, 48]",0.0
american_pit_bull_terrier_42,1,"[2.24, 36.376, 202.94400000000002, 157.248]","[47, 69, 88, 87]",0.23990570643834597
pomeranian_83,24,"[79.072, 84.224, 59.136, 90.496]","[71, 88, 76, 66]",0.6037463638003089
beagle_28,4,"[47.304, 8.064, 137.536, 215.936]","[148, 40, 41, 49]",0.06036756334543429
chihuahua_1,1,"[61.192, 58.688, 84.672, 133.504]","[78, 128, 84, 50]",0.28017850169370373
British_Shorthair_93,9,"[45.696, 39.168, 178.304, 153.216]","[67, 71, 122, 116]",0.5180272596122995
Ragdoll_33,26,"[0.0, 38.792, 224.0, 146.048]","[89, 43, 107, 100]",0.3270695739952423
Bengal_49,5,"[89.60000000000001, 68.36, 70.336, 100.352]","[90, 87, 64, 59]",0.5349685938979777
Persian_44,23,"[26.472, 12.544, 184.576, 171.136]","[63, 51, 86, 71]",0.19330371163549548
german_shorthaired_30,14,"[0.0, 75.08, 153.216, 111.552]","[59, 77, 95, 93]",0.5104784158740654
american_bulldog_66,1,"[7.6160000000000005, 49.096000000000004, 158.144, 131.264]","[69, 57, 109, 90]",0.39836755457316747
newfoundland_67,22,"[11.648, 71.00800000000001, 211.904, 124.992]","[48, 72, 104, 102]",0.4005088702602366
Persian_37,23,"[20.16, 94.344, 145.15200000000002, 88.70400000000001]","[97, 103, 74, 57]",0.29498857500872483
pug_21,25,"[27.648, 18.368000000000002, 178.752, 201.15200000000002]","[42, 33, 147, 118]",0.48241863707152066
chihuahua_76,10,"[42.544, 18.368000000000002, 129.024, 177.40800000000002]","[86, 48, 94, 69]",0.2515451609986373
Bengal_40,5,"[65.856, 12.096, 120.512, 185.92000000000002]","[79, 34, 85, 106]",0.40213177076715934
american_bulldog_9,1,"[0.0, 37.0, 224.0, 149.632]","[20, 63, 146, 100]",0.43559246303311744
boxer_5,8,"[28.672, 45.512, 142.912, 133.056]","[55, 60, 101, 66]",0.350559829469928
american_pit_bull_terrier_44,1,"[79.296, 37.0, 70.336, 124.544]","[59, 27, 125, 122]",0.48831440941762544
american_bulldog_216,1,"[0.0, 42.376, 221.76, 125.888]","[70, 67, 119, 87]",0.3708503277564666
german_shorthaired_58,14,"[94.976, 62.768, 112.44800000000001, 113.792]","[97, 88, 103, 80]",0.6439671972562906
Abyssinian_30,0,"[44.616, 59.136, 138.88, 96.32000000000001]","[82, 67, 109, 88]",0.63628082307949
samoyed_5,29,"[86.24000000000001, 80.64, 47.04, 72.57600000000001]","[76, 75, 76, 80]",0.5615090526315788
scottish_terrier_63,30,"[78.21600000000001, 64.96000000000001, 77.504, 139.776]","[91, 76, 76, 90]",0.49161071878761764
pug_67,25,"[64.06400000000001, 38.0, 103.488, 141.568]","[73, 82, 89, 66]",0.40093950667970624
chihuahua_20,10,"[32.704, 39.647999999999996, 162.17600000000002, 133.504]","[61, 64, 119, 73]",0.4012258990812202
scottish_terrier_198,30,"[73.47200000000001, 47.752, 132.16, 137.088]","[103, 86, 87, 66]",0.31693026786985984
Abyssinian_77,0,"[48.384, 49.056, 137.088, 146.496]","[42, 70, 111, 102]",0.5146535162204998
Abyssinian_40,0,"[24.904009720534628, 28.26609963547995, 199.09599027946535, 170.65370595382745]","[36, 40, 96, 115]",0.3249307671113853
staffordshire_bull_terrier_36,34,"[11.648, 44.576, 171.584, 148.736]","[72, 63, 87, 64]",0.21817568135813892
havanese_193,16,"[87.36, 31.584, 136.64000000000001, 163.968]","[89, 61, 104, 74]",0.34350107955033665
leonberger_54,19,"[33.6, 35.616, 190.4, 159.936]","[44, 63, 122, 98]",0.3926202834074806
leonberger_52,19,"[77.056, 83.55199999999999, 55.552, 91.392]","[71, 86, 84, 74]",0.5723692844785129
Maine_Coon_63,20,"[37.24, 8.064, 150.976, 214.592]","[61, 33, 123, 109]",0.41381875245188615
staffordshire_bull_terrier_96,34,"[33.792, 58.24, 157.248, 160.38400000000001]","[141, 164, 6, 14]",0.0033306815778882818
British_Shorthair_78,23,"[36.0, 32.256, 116.928, 191.744]","[63, 68, 85, 78]",0.29571491120618404
Sphynx_27,33,"[0.448, 27.856, 223.552, 178.304]","[30, 61, 121, 136]",0.41284272215850015
english_setter_29,13,"[38.976, 10.752, 182.336, 213.248]","[51, 31, 120, 116]",0.35799902621631313
american_pit_bull_terrier_28,1,"[107.968, 68.80799999999999, 116.032, 116.928]","[98, 62, 97, 86]",0.4589577537480525
Birman_70,6,"[2.688, 49.544, 220.864, 135.296]","[38, 66, 98, 88]",0.2886016818236771
great_pyrenees_6,15,"[25.536, 56.263999999999996, 198.464, 129.92000000000002]","[50, 58, 96, 89]",0.3313625987485365
Bengal_61,5,"[0.0, 32.928, 203.84, 158.144]","[33, 58, 112, 109]",0.3787061784835965
german_shorthaired_74,14,"[67.648, 61.192, 98.56, 125.44]","[71, 63, 99, 103]",0.7688935462026235
chihuahua_69,10,"[34.944, 1.792, 189.056, 218.624]","[61, 41, 109, 82]",0.21624797502473525
chihuahua_55,21,"[65.224, 3.136, 112.896, 220.864]","[74, 46, 95, 139]",0.5295840755226556
Bengal_38,5,"[0.0, 49.544, 181.888, 135.744]","[44, 74, 122, 97]",0.47929938845020525
english_setter_62,13,"[66.304, 12.928, 100.8, 194.43200000000002]","[68, 0, 112, 127]",0.5020479143599592
miniature_pinscher_85,21,"[47.304, 21.504, 123.2, 202.496]","[81, 35, 93, 110]",0.3886552140521719
american_pit_bull_terrier_74,34,"[54.656, 63.84, 134.848, 132.16]","[62, 100, 68, 61]",0.2327524215947993
japanese_chin_71,17,"[39.688, 84.224, 146.94400000000002, 137.984]","[66, 99, 99, 89]",0.43455486166047425
basset_hound_55,3,"[71.68, 71.456, 81.08800000000001, 117.824]","[77, 84, 85, 65]",0.48501345569131576
Bombay_79,7,"[27.62666666666667, 27.0, 195.62666666666667, 162.02666666666667]","[124, 75, 100, 75]",0.23443648551386598
Bombay_5,7,"[71.07737397420868, 23.371629542790153, 89.81008206330598, 175.15592028135993]","[69, 54, 107, 91]",0.47254661983607416
Bengal_28,5,"[67.016, 12.096, 86.912, 194.43200000000002]","[86, 37, 77, 142]",0.5303753330310979
havanese_76,16,"[4.928, 11.584, 218.17600000000002, 204.73600000000002]","[42, 99, 51, 52]",0.05937072201262659
Birman_61,6,"[0.0, 66.12, 164.864, 119.168]","[35, 95, 142, 93]",0.5549754012906054
keeshond_66,18,"[78.848, 87.232, 102.144, 99.904]","[73, 103, 97, 73]",0.6258850718726777
staffordshire_bull_terrier_200,34,"[74.816, 72.80000000000001, 103.936, 123.2]","[0, 197, 29, 27]",0.0
leonberger_87,19,"[67.648, 40.544, 106.624, 155.008]","[62, 58, 131, 105]",0.5865504750624625
Bengal_197,11,"[20.906666666666666, 37.24, 203.09333333333333, 150.82666666666668]","[64, 41, 122, 95]",0.37836384940733714
pomeranian_95,24,"[45.96, 56.448, 135.744, 167.552]","[59, 80, 98, 86]",0.37055635710629886
Ragdoll_54,26,"[5.824, 39.344, 217.728, 143.808]","[22, 49, 114, 99]",0.36044807980305316
saint_bernard_198,28,"[31.808, 48.647999999999996, 119.168, 134.848]","[47, 90, 120, 76]",0.4571063525438282
yorkshire_terrier_48,36,"[51.968, 37.0, 90.944, 134.4]","[65, 64, 91, 81]",0.4751088790051791
english_setter_31,13,"[24.896, 19.264, 175.168, 201.6]","[60, 43, 125, 140]",0.4955560122599764
Maine_Coon_54,23,"[42.376, 7.168, 143.36, 183.232]","[75, 71, 100, 77]",0.2931307713718128
Egyptian_Mau_43,11,"[0.0, 28.0, 224.0, 167.552]","[60, 70, 106, 89]",0.2513611978882462
yorkshire_terrier_34,36,"[2.688, 37.0, 174.72, 148.736]","[67, 62, 112, 80]",0.33822724125971404
British_Shorthair_55,9,"[0.448, 44.616, 219.072, 141.568]","[41, 73, 143, 108]",0.49797532441958686
Egyptian_Mau_36,11,"[38.5719298245614, 18.07719298245614, 146.97543859649122, 205.92280701754385]","[76, 42, 116, 148]",0.5193051591688391
yorkshire_terrier_197,16,"[5.824, 32.928, 166.208, 163.072]","[31, 68, 130, 89]",0.4268762941738111
shiba_inu_34,31,"[56.448, 38.0, 129.024, 147.84]","[62, 61, 79, 66]",0.27334338683390025
american_pit_bull_terrier_22,21,"[0.0, 78.768, 203.84, 90.496]","[92, 89, 95, 74]",0.38109787830375325
yorkshire_terrier_61,36,"[3.584, 28.0, 185.472, 167.552]","[34, 60, 112, 109]",0.39284076608245405
Egyptian_Mau_201,11,"[1.973568281938326, 18.77533039647577, 222.02643171806167, 199.33039647577093]","[93, 127, 92, 72]",0.14967253485552637
american_bulldog_60,1,"[28.224, 59.808, 195.328, 136.64000000000001]","[40, 64, 133, 88]",0.43852257589755705
Bombay_214,7,"[11.946666666666667, 55.64, 119.46666666666667, 135.89333333333335]","[0, 70, 99, 86]",0.4336998782280282
Bengal_198,5,"[4.027027027027027, 21.18918918918919, 189.4918918918919, 187.07027027027027]","[38, 63, 143, 127]",0.5123235893371741
english_setter_193,13,"[53.088, 21.952, 142.464, 195.776]","[85, 46, 81, 85]",0.24685354002682203
Maine_Coon_80,20,"[41.888, 46.592, 106.176, 174.72]","[42, 64, 105, 89]",0.5037445083924514
Maine_Coon_246,20,"[27.62666666666667, 12.24, 173.2266666666667, 199.36]","[41, 99, 114, 92]",0.30369658275941136
Maine_Coon_33,0,"[12.544, 69.16, 211.45600000000002, 105.72800000000001]","[0, 201, 25, 23]",0.0
keeshond_27,18,"[8.96, 53.088, 176.512, 134.4]","[40, 69, 147, 81]",0.49411840009532776
Ragdoll_87,26,"[17.024, 38.792, 133.504, 146.94400000000002]","[30, 65, 132, 96]",0.5584598951709564
Birman_73,6,"[5.376, 55.775999999999996, 57.344, 91.84]","[73, 65, 97, 91]",0.0
Ragdoll_2,26,"[33.39636363636364, 40.14545454545455, 147.43272727272728, 138.47272727272727]","[114, 52, 71, 57]",0.1844395410908435
saint_bernard_58,28,"[54.656, 39.688, 116.928, 145.6]","[67, 53, 110, 96]",0.5722577764548298
Birman_28,6,"[19.264, 52.64, 195.328, 131.264]","[31, 69, 125, 87]",0.4241496646898261
wheaten_terrier_19,35,"[34.944, 57.608000000000004, 159.936, 123.648]","[76, 68, 67, 74]",0.25071088865152685
wheaten_terrier_60,35,"[73.024, 28.448, 150.976, 134.4]","[72, 35, 122, 99]",0.5873038813232503
yorkshire_terrier_41,36,"[5.376, 55.816, 189.504, 97.664]","[36, 68, 123, 82]",0.544961817686278
Ragdoll_68,26,"[9.856, 12.824, 213.248, 203.392]","[46, 56, 136, 103]",0.3229663679505786
boxer_4,34,"[33.152, 58.056, 89.152, 118.72]","[0, 0, 34, 32]",0.0
beagle_59,4,"[62.984, 61.376000000000005, 112.896, 124.544]","[56, 106, 78, 64]",0.31328798439467975
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[90, 49, 108, 95]",0.5422268478124308
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[44, 40, 140, 103]",0.6566081080860202
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[27, 87, 142, 110]",0.5429850964918466
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[49, 64, 148, 83]",0.4035589663131146
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[73, 26, 104, 121]",0.48902831614347914
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[65, 69, 113, 62]",0.33384757262026626
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[78, 40, 101, 112]",0.39772965934389043
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[45, 39, 150, 128]",0.5418314518690794
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[70, 70, 110, 80]",0.3743458220504871
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[63, 79, 116, 111]",0.4682103145228315
havanese_22,16,"[57.344, 45.512, 92.736, 128.576]","[82, 50, 92, 86]",0.41878172054377305
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[80, 57, 69, 53]",0.32373884258616203
British_Shorthair_263,9,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[48, 53, 120, 101]",0.3927141470964165
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[82, 64, 83, 85]",0.5213427952034514
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[75, 65, 105, 96]",0.44210575955734394
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[52, 30, 103, 116]",0.4957573410674014
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[32, 79, 123, 114]",0.5534928258007791
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[165, 106, 12, 9]",0.003281353428260058
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[37, 68, 83, 90]",0.4456264805586145
scottish_terrier_38,30,"[59.120000000000005, 32.704, 117.824, 149.632]","[56, 41, 80, 77]",0.3312591349305102
saint_bernard_29,28,"[88.896, 26.88, 97.21600000000001, 169.792]","[87, 26, 67, 71]",0.2733849157911318
japanese_chin_198,17,"[67.392, 8.512, 119.168, 210.112]","[102, 0, 86, 76]",0.2206131219745539
Russian_Blue_21,27,"[16.039506172839506, 7.637037037037036, 207.4074074074074, 214.59753086419752]","[52, 45, 136, 151]",0.46138861311277096
japanese_chin_4,17,"[55.104, 56.672, 107.52, 122.304]","[63, 66, 104, 80]",0.5903554325594412
keeshond_58,18,"[26.88, 52.912, 186.368, 146.048]","[61, 65, 125, 92]",0.42250405519245215
Birman_196,26,"[58.98666666666667, 41.49333333333333, 114.98666666666668, 141.86666666666667]","[60, 49, 73, 79]",0.3535266048063107
scottish_terrier_91,30,"[37.896, 5.824, 142.912, 218.17600000000002]","[64, 37, 123, 96]",0.35291202412347805
boxer_46,8,"[71.232, 49.272, 95.424, 128.12800000000001]","[73, 55, 84, 74]",0.5084044476650109
Maine_Coon_27,20,"[18.816, 77.768, 151.872, 73.47200000000001]","[99, 79, 88, 80]",0.39776504124298023
american_bulldog_82,1,"[59.848, 15.232000000000001, 96.768, 186.368]","[67, 0, 93, 115]",0.45181502010709
japanese_chin_30,17,"[129.736, 2.24, 56.448, 149.184]","[63, 60, 111, 80]",0.25734849248201946
Persian_9,23,"[0.0, 33.448, 224.0, 154.56]","[60, 92, 111, 93]",0.2981678405057675
havanese_47,16,"[17.472, 45.96, 133.504, 125.44]","[28, 58, 66, 51]",0.20099432165603542
Birman_85,6,"[0.0, 39.688, 214.592, 142.016]","[78, 73, 78, 75]",0.19195748995975567
staffordshire_bull_terrier_53,1,"[45.696, 48.647999999999996, 140.224, 129.024]","[42, 56, 124, 93]",0.6068712544695275
Abyssinian_47,0,"[0.0, 37.0, 223.104, 148.736]","[85, 44, 107, 99]",0.3192239872478604
staffordshire_bull_terrier_80,34,"[35.392, 74.144, 150.08, 93.184]","[102, 78, 77, 67]",0.368893801510989
Birman_193,6,"[35.392, 45.512, 120.96000000000001, 137.536]","[33, 62, 100, 86]",0.49841199535076536
Egyptian_Mau_98,11,"[7.466666666666667, 43.653333333333336, 185.17333333333335, 150.82666666666668]","[63, 82, 119, 67]",0.28547309701088186
japanese_chin_67,17,"[4.928, 73.80000000000001, 150.528, 79.744]","[22, 76, 66, 51]",0.2804134262804239
yorkshire_terrier_40,36,"[56.896, 28.448, 106.624, 167.552]","[65, 43, 97, 92]",0.4995224073204531
german_shorthaired_194,14,"[33.152, 60.296, 190.848, 125.44]","[99, 105, 125, 96]",0.39043680342545933
shiba_inu_57,31,"[63.79443254817987, 35.974304068522486, 109.36188436830835, 175.55460385438974]","[64, 70, 99, 77]",0.3970522961075203
wheaten_terrier_78,35,"[12.544, 29.344, 172.032, 146.496]","[40, 57, 139, 109]",0.6011824488910147
chihuahua_65,2,"[35.6, 9.856, 113.34400000000001, 188.16]","[36, 112, 30, 44]",0.06189393459247053
basset_hound_50,3,"[44.800000000000004, 61.296, 156.352, 122.304]","[73, 73, 92, 82]",0.394509601756254
american_pit_bull_terrier_92,2,"[86.464, 67.912, 83.776, 114.688]","[154, 106, 27, 12]",0.02001392206540627
beagle_89,4,"[69.888, 64.776, 77.952, 109.312]","[73, 58, 82, 73]",0.5189261760113288
japanese_chin_192,17,"[29.344, 36.288000000000004, 116.48, 132.16]","[59, 43, 96, 84]",0.4511793936605686
keeshond_192,18,"[27.328, 28.0, 195.776, 168.0]","[32, 48, 162, 117]",0.5762781371129687
Egyptian_Mau_23,11,"[44.352000000000004, 59.504000000000005, 145.15200000000002, 81.536]","[112, 68, 77, 71]",0.46193050982857525
leonberger_44,19,"[15.68, 38.792, 168.89600000000002, 146.94400000000002]","[71, 67, 120, 92]",0.41122768824911454
Abyssinian_73,0,"[44.24, 52.120000000000005, 131.60000000000002, 124.88000000000001]","[55, 69, 79, 73]",0.35091438540877656
British_Shorthair_87,9,"[59.584, 76.624, 113.792, 63.616]","[125, 86, 66, 59]",0.30836647090070884
Siamese_79,32,"[22.448, 7.6160000000000005, 162.624, 211.45600000000002]","[105, 25, 77, 71]",0.15898070635226355
american_pit_bull_terrier_60,2,"[64.24806201550388, 50.35658914728682, 71.1937984496124, 140.65116279069767]","[81, 75, 74, 89]",0.41222201665073827
Birman_191,6,"[6.272, 42.824, 190.4, 140.224]","[72, 61, 108, 91]",0.3681085053829839
american_bulldog_67,34,"[75.264, 75.976, 62.272, 94.976]","[72, 66, 56, 84]",0.5813779634791578
Sphynx_61,33,"[70.152, 63.168, 106.624, 74.816]","[86, 58, 91, 69]",0.6847757984831961
english_cocker_spaniel_43,12,"[39.872, 68.016, 123.648, 118.72]","[41, 78, 111, 100]",0.7561570311061259
great_pyrenees_199,15,"[3.584, 29.792, 163.52, 131.712]","[0, 54, 126, 92]",0.5150286165707317
american_pit_bull_terrier_36,2,"[28.448, 23.296, 132.608, 196.672]","[84, 19, 93, 106]",0.27887969267877116
american_pit_bull_terrier_61,1,"[32.704, 57.608000000000004, 191.296, 129.024]","[55, 62, 85, 97]",0.33405214840742115
Ragdoll_79,26,"[2.4295010845986984, 32.26030368763557, 221.08459869848156, 162.29067245119305]","[0, 65, 184, 94]",0.47267823130939585
Birman_68,6,"[0.896, 0.0, 223.104, 224.0]","[36, 54, 164, 126]",0.41348429432013767
scottish_terrier_34,30,"[86.912, 39.688, 137.088, 146.496]","[83, 67, 93, 83]",0.3623319678678004
chihuahua_30,31,"[71.49600000000001, 25.536, 100.8, 181.888]","[69, 49, 84, 84]",0.36919464254652984
Maine_Coon_43,20,"[3.136, 15.232000000000001, 220.864, 208.768]","[53, 70, 171, 137]",0.5080749856735649
Siamese_65,6,"[41.032, 9.856, 145.15200000000002, 210.56]","[67, 31, 90, 74]",0.2179090829594249
english_setter_87,13,"[55.104, 77.32, 86.016, 108.416]","[68, 95, 93, 74]",0.5011637586206598
Bombay_89,7,"[37.448, 26.88, 142.464, 197.12]","[68, 71, 110, 118]",0.4622095005455012
wheaten_terrier_49,35,"[43.51851851851852, 12.444444444444443, 140.5185185185185, 211.55555555555554]","[62, 29, 120, 102]",0.4117403418932149
Abyssinian_97,31,"[47.712, 17.472, 111.552, 94.976]","[77, 32, 85, 67]",0.5113796412459695
yorkshire_terrier_21,36,"[54.208, 45.024, 136.192, 150.976]","[67, 64, 125, 96]",0.5718665248824903
american_bulldog_218,1,"[29.816, 9.856, 176.512, 214.144]","[143, 133, 4, 12]",0.0012698753438890157
boxer_74,8,"[9.928, 3.136, 207.872, 220.416]","[39, 42, 150, 133]",0.4354154033814429
miniature_pinscher_78,21,"[97.48, 117.376, 61.376000000000005, 106.624]","[95, 136, 81, 88]",0.6530098529647631
yorkshire_terrier_88,36,"[43.904, 42.824, 118.72, 139.328]","[48, 70, 97, 76]",0.44567988725551494
Birman_72,26,"[57.792, 46.368, 117.824, 123.648]","[61, 46, 99, 91]",0.614343423996554
basset_hound_20,3,"[69.44, 45.472, 132.608, 143.808]","[62, 62, 97, 91]",0.4127161505660208
Maine_Coon_25,20,"[3.136, 71.904, 203.392, 98.56]","[98, 75, 98, 80]",0.39109431317581095
basset_hound_84,3,"[22.848, 84.44800000000001, 131.712, 76.608]","[36, 85, 126, 60]",0.6751328508383893
boxer_91,8,"[33.376, 54.656, 135.744, 146.048]","[98, 61, 78, 59]",0.20740782043716205
german_shorthaired_57,14,"[40.32, 52.912, 144.256, 123.648]","[65, 164, 24, 15]",0.016844433736486798
miniature_pinscher_6,21,"[61.51029748283753, 11.73913043478261, 83.55148741418765, 206.05949656750573]","[67, 35, 91, 118]",0.49144478810914954
pug_98,25,"[70.336, 41.584, 153.66400000000002, 145.15200000000002]","[85, 45, 100, 86]",0.3855700510957001
havanese_34,16,"[58.504000000000005, 17.024, 115.584, 161.28]","[98, 26, 86, 72]",0.28304424787188587
Persian_257,23,"[2.40343347639485, 39.44206008583691, 188.90987124463518, 146.12875536480686]","[52, 60, 106, 90]",0.34558750946767824
american_bulldog_27,1,"[46.816, 15.68, 113.34400000000001, 169.344]","[59, 0, 93, 96]",0.36169027212049537
american_bulldog_87,1,"[7.6160000000000005, 34.272, 215.04, 124.992]","[56, 59, 124, 85]",0.39213819208238854
samoyed_33,29,"[51.072, 28.0, 133.504, 167.552]","[75, 51, 87, 65]",0.2528067787899174
