,index,pred_class,true_bbox,cam_bboxes,resnet_adv_iou
1034,leonberger_44,19,"[15.68, 38.792, 168.89600000000002, 146.94400000000002]","[54, 33, 170, 147]",0.5877732708618003
1035,Abyssinian_73,0,"[44.24, 52.120000000000005, 131.60000000000002, 124.88000000000001]","[21, 34, 141, 132]",0.6198324665190389
1036,British_Shorthair_87,9,"[59.584, 76.624, 113.792, 63.616]","[79, 38, 145, 135]",0.2885043283717313
1037,Siamese_79,32,"[22.448, 7.6160000000000005, 162.624, 211.45600000000002]","[74, 0, 150, 130]",0.33735309977022165
1038,american_pit_bull_terrier_60,2,"[64.24806201550388, 50.35658914728682, 71.1937984496124, 140.65116279069767]","[25, 23, 148, 158]",0.3859898561780472
1039,Birman_191,6,"[6.272, 42.824, 190.4, 140.224]","[45, 22, 179, 156]",0.600887246963832
1040,american_bulldog_67,3,"[75.264, 75.976, 62.272, 94.976]","[55, 51, 137, 141]",0.3061730844334007
1041,Sphynx_61,33,"[70.152, 63.168, 106.624, 74.816]","[74, 42, 150, 123]",0.41036041989843547
1042,english_cocker_spaniel_43,12,"[39.872, 68.016, 123.648, 118.72]","[52, 62, 129, 146]",0.6530414025009066
1043,great_pyrenees_199,15,"[3.584, 29.792, 163.52, 131.712]","[0, 37, 140, 134]",0.728528533883778
1044,american_pit_bull_terrier_36,2,"[28.448, 23.296, 132.608, 196.672]","[56, 0, 140, 143]",0.37511564598505587
1045,american_pit_bull_terrier_61,1,"[32.704, 57.608000000000004, 191.296, 129.024]","[49, 40, 140, 157]",0.6316210158608935
1046,Ragdoll_79,26,"[2.4295010845986984, 32.26030368763557, 221.08459869848156, 162.29067245119305]","[22, 38, 138, 126]",0.48461581424082767
1047,Birman_68,6,"[0.896, 0.0, 223.104, 224.0]","[51, 19, 173, 152]",0.5261799750020489
1048,scottish_terrier_34,30,"[86.912, 39.688, 137.088, 146.496]","[59, 38, 165, 149]",0.8168738518608911
1049,chihuahua_30,10,"[71.49600000000001, 25.536, 100.8, 181.888]","[37, 0, 134, 134]",0.42327732460255385
1050,Maine_Coon_43,20,"[3.136, 15.232000000000001, 220.864, 208.768]","[34, 61, 190, 163]",0.6716644173948993
1051,Siamese_65,6,"[41.032, 9.856, 145.15200000000002, 210.56]","[47, 0, 141, 139]",0.558440993310022
1052,english_setter_87,13,"[55.104, 77.32, 86.016, 108.416]","[43, 61, 146, 136]",0.4696570636583401
1053,Bombay_89,7,"[37.448, 26.88, 142.464, 197.12]","[39, 53, 161, 171]",0.7645248667995521
1054,wheaten_terrier_49,35,"[43.51851851851852, 12.444444444444443, 140.5185185185185, 211.55555555555554]","[33, 0, 191, 162]",0.5299653651458421
1055,Abyssinian_97,0,"[47.712, 17.472, 111.552, 94.976]","[46, 0, 141, 129]",0.5824818710209467
1056,yorkshire_terrier_21,36,"[54.208, 45.024, 136.192, 150.976]","[49, 40, 175, 157]",0.7483793773248407
1057,american_bulldog_218,1,"[29.816, 9.856, 176.512, 214.144]","[30, 0, 154, 160]",0.5880989876839684
1058,boxer_74,8,"[9.928, 3.136, 207.872, 220.416]","[0, 0, 224, 187]",0.7723410930684419
1059,miniature_pinscher_78,21,"[97.48, 117.376, 61.376000000000005, 106.624]","[73, 110, 126, 114]",0.45559416764132543
1060,yorkshire_terrier_88,36,"[43.904, 42.824, 118.72, 139.328]","[19, 48, 146, 129]",0.7634483048397602
1061,Birman_72,6,"[57.792, 46.368, 117.824, 123.648]","[38, 25, 134, 141]",0.6900550417369846
1062,basset_hound_20,3,"[69.44, 45.472, 132.608, 143.808]","[43, 52, 136, 142]",0.644357538960887
1063,Maine_Coon_25,20,"[3.136, 71.904, 203.392, 98.56]","[84, 52, 140, 134]",0.45179123199030313
1064,basset_hound_84,4,"[22.848, 84.44800000000001, 131.712, 76.608]","[0, 45, 197, 150]",0.3414616885279188
1065,boxer_91,8,"[33.376, 54.656, 135.744, 146.048]","[90, 20, 134, 143]",0.2818407979021895
1066,german_shorthaired_57,14,"[40.32, 52.912, 144.256, 123.648]","[0, 43, 224, 150]",0.53086208
1067,miniature_pinscher_6,21,"[61.51029748283753, 11.73913043478261, 83.55148741418765, 206.05949656750573]","[45, 0, 142, 195]",0.5173776342386354
1068,pug_98,25,"[70.336, 41.584, 153.66400000000002, 145.15200000000002]","[57, 0, 167, 187]",0.7142283431425916
1069,havanese_34,16,"[58.504000000000005, 17.024, 115.584, 161.28]","[71, 0, 153, 140]",0.4629467012266193
1070,Persian_257,23,"[2.40343347639485, 39.44206008583691, 188.90987124463518, 146.12875536480686]","[31, 41, 149, 146]",0.7743534441520842
1071,american_bulldog_27,1,"[46.816, 15.68, 113.34400000000001, 169.344]","[53, 0, 123, 134]",0.5513413025775624
1072,american_bulldog_87,1,"[7.6160000000000005, 34.272, 215.04, 124.992]","[39, 22, 157, 143]",0.6606089925929929
1073,samoyed_33,29,"[51.072, 28.0, 133.504, 167.552]","[44, 0, 152, 175]",0.6687990393086384
1074,shiba_inu_67,31,"[38.976, 57.16, 139.328, 128.576]","[0, 31, 167, 134]",0.5212580623212955
1075,beagle_41,3,"[21.952, 48.647999999999996, 151.872, 136.64000000000001]","[0, 45, 224, 158]",0.5863412658227849
1076,pug_86,25,"[58.952, 28.224, 126.784, 194.88]","[50, 0, 154, 183]",0.5898755060925843
1077,german_shorthaired_65,14,"[30.688, 68.992, 163.072, 154.56]","[39, 64, 161, 160]",0.8844506758919181
1078,english_setter_32,13,"[0.448, 49.504000000000005, 202.496, 146.496]","[47, 49, 149, 148]",0.7303001272482035
1079,pug_99,25,"[36.288000000000004, 45.512, 128.576, 140.224]","[20, 34, 153, 163]",0.722941618509162
1080,chihuahua_3,10,"[81.80000000000001, 66.304, 74.368, 145.6]","[40, 45, 140, 153]",0.4361789703723206
1081,chihuahua_61,10,"[9.856, 15.232000000000001, 213.696, 208.32]","[22, 0, 202, 154]",0.5868906467554981
1082,pomeranian_99,24,"[67.12, 39.872, 84.672, 157.696]","[43, 22, 141, 150]",0.4798452938226083
1083,keeshond_76,18,"[15.866666666666667, 45.4, 168.0, 140.0]","[31, 47, 167, 153]",0.7579191323524567
1084,havanese_196,16,"[59.584, 51.336, 115.584, 133.952]","[34, 31, 146, 139]",0.6217138758154614
1085,Ragdoll_227,26,"[59.733333333333334, 48.16, 136.64000000000001, 120.21333333333334]","[45, 40, 133, 131]",0.7241968854341059
1086,pomeranian_20,24,"[49.504000000000005, 0.0, 146.048, 221.312]","[37, 0, 147, 159]",0.6232780581603783
1087,Abyssinian_232,0,"[67.24000000000001, 17.92, 101.54666666666667, 188.90666666666667]","[54, 30, 132, 138]",0.5992387821073232
1088,havanese_78,16,"[65.408, 56.263999999999996, 128.576, 129.472]","[40, 38, 144, 139]",0.6407937504138796
1089,Sphynx_37,33,"[80.456, 27.776, 105.28, 196.22400000000002]","[54, 18, 170, 163]",0.5004002451838008
1090,Bombay_41,7,"[0.0, 28.0, 179.375, 167.78125]","[39, 36, 185, 158]",0.5970749061965042
1091,scottish_terrier_7,30,"[31.808, 28.448, 183.68, 167.552]","[27, 33, 197, 166]",0.8927109722614984
1092,german_shorthaired_94,14,"[40.584, 60.480000000000004, 143.808, 163.52]","[47, 69, 177, 155]",0.71812369203302
1093,saint_bernard_97,28,"[25.536, 37.0, 163.072, 148.736]","[56, 41, 168, 152]",0.6272778981911754
1094,British_Shorthair_49,9,"[71.49600000000001, 86.464, 81.984, 128.576]","[43, 57, 151, 147]",0.4171079695143396
1095,saint_bernard_36,28,"[33.152, 75.976, 100.352, 97.21600000000001]","[37, 38, 138, 145]",0.4602478779980855
1096,Bengal_42,5,"[0.896, 57.088, 223.104, 125.44]","[20, 62, 163, 134]",0.6509176914258735
1097,Persian_32,23,"[0.0, 49.544, 224.0, 136.64000000000001]","[25, 24, 157, 162]",0.6188611582352741
1098,scottish_terrier_1,30,"[43.192, 39.424, 113.792, 148.736]","[48, 24, 143, 151]",0.622331549306554
1099,Ragdoll_75,6,"[36.288000000000004, 37.896, 187.264, 147.84]","[33, 20, 164, 163]",0.7499063343275832
1100,Bengal_67,5,"[110.88, 55.552, 71.232, 118.72]","[64, 41, 133, 154]",0.4128826794258373
1101,Siamese_49,32,"[45.696, 49.952, 132.608, 145.6]","[50, 31, 143, 137]",0.6376552680452883
1102,miniature_pinscher_26,21,"[28.448, 75.264, 125.44, 148.736]","[42, 45, 135, 141]",0.4896777609759943
1103,Ragdoll_4,26,"[27.62666666666667, 26.78666666666667, 180.32000000000002, 170.61333333333334]","[21, 0, 139, 159]",0.4948898249337272
1104,german_shorthaired_95,14,"[80.64, 66.224, 143.36, 120.06400000000001]","[45, 52, 153, 137]",0.5850976885281463
1105,japanese_chin_191,17,"[34.048, 46.856, 188.16, 138.88]","[28, 34, 196, 168]",0.7936
1106,english_setter_52,34,"[69.44, 65.672, 124.096, 118.272]","[34, 45, 137, 144]",0.5363953768640998
1107,keeshond_199,18,"[39.424, 38.896, 184.576, 146.94400000000002]","[46, 35, 152, 138]",0.7354918037314543
1108,staffordshire_bull_terrier_8,34,"[10.752, 32.2, 183.232, 163.968]","[17, 0, 181, 224]",0.6981183351488223
1109,staffordshire_bull_terrier_87,34,"[27.776, 29.792, 196.22400000000002, 166.208]","[0, 0, 198, 190]",0.6347648910386372
1110,beagle_84,4,"[57.792, 44.168, 120.96000000000001, 124.096]","[37, 0, 144, 171]",0.6095943859649124
1111,Siamese_237,32,"[88.10666666666667, 55.13333333333333, 135.89333333333335, 138.88]","[65, 34, 159, 140]",0.6466531386807205
1112,havanese_1,16,"[52.68, 38.528, 119.168, 162.624]","[50, 19, 143, 138]",0.5648243951564142
1113,keeshond_52,18,"[3.584, 34.72, 219.96800000000002, 161.28]","[33, 59, 191, 165]",0.6385007605806556
1114,leonberger_57,19,"[56.896, 77.72800000000001, 161.728, 117.824]","[49, 47, 151, 140]",0.6367434619701164
1115,shiba_inu_210,4,"[43.008, 75.03999999999999, 142.912, 99.904]","[23, 43, 174, 155]",0.5293837763440861
1116,chihuahua_26,10,"[11.648, 94.344, 74.368, 90.944]","[0, 77, 132, 147]",0.34855305050505064
1117,american_pit_bull_terrier_80,1,"[65.856, 45.064, 137.088, 140.224]","[45, 36, 159, 142]",0.7729505503627108
1118,Russian_Blue_242,27,"[63.093333333333334, 8.213333333333333, 106.77333333333334, 189.65333333333334]","[58, 0, 125, 163]",0.6858330481685784
1119,Bombay_52,7,"[0.0, 28.448, 220.416, 166.656]","[27, 33, 158, 148]",0.6365825531300903
1120,miniature_pinscher_72,21,"[70.056, 0.0, 77.504, 185.024]","[48, 0, 138, 155]",0.5065197993747138
1121,saint_bernard_67,28,"[100.8, 87.176, 78.848, 70.784]","[64, 43, 144, 144]",0.269153975308642
1122,Sphynx_88,33,"[101.696, 73.392, 116.032, 113.34400000000001]","[77, 43, 147, 134]",0.5772049069770876
1123,english_setter_37,13,"[55.552, 72.392, 94.08, 112.896]","[46, 53, 139, 144]",0.5306382733812951
1124,Russian_Blue_32,27,"[46.592, 38.792, 144.704, 146.94400000000002]","[69, 30, 155, 153]",0.6450096271205602
1125,Sphynx_247,33,"[0.0, 35.44, 223.104, 165.76]","[0, 50, 168, 148]",0.6723321858864026
1126,leonberger_48,19,"[0.448, 28.0, 208.768, 167.104]","[0, 36, 207, 154]",0.9099998431261249
1127,Siamese_93,32,"[136.64000000000001, 67.592, 69.44, 125.888]","[103, 45, 121, 132]",0.44386110999976436
1128,leonberger_6,19,"[0.448, 63.32, 216.38400000000001, 137.536]","[38, 59, 186, 148]",0.7523330568285788
1129,american_bulldog_56,1,"[38.0, 34.048, 143.36, 189.952]","[34, 0, 148, 190]",0.6776115685646948
1130,saint_bernard_92,28,"[17.92, 37.0, 149.632, 110.656]","[22, 39, 156, 148]",0.6636472042832927
1131,english_setter_65,15,"[66.976, 42.56, 109.312, 177.40800000000002]","[39, 0, 131, 151]",0.39897015082397863
1132,beagle_82,4,"[49.504000000000005, 38.976, 140.224, 160.832]","[43, 28, 164, 162]",0.7578624034527789
1133,english_setter_36,13,"[25.088, 34.928, 139.328, 158.144]","[30, 36, 154, 161]",0.8210411934416251
1134,Maine_Coon_78,26,"[0.448, 28.896, 196.22400000000002, 150.08]","[38, 18, 186, 178]",0.6146400508751695
1135,Siamese_61,32,"[1.792, 37.0, 218.624, 147.84]","[77, 49, 147, 142]",0.5778542478003463
1136,Persian_6,20,"[37.896, 8.96, 146.496, 215.04]","[28, 30, 171, 167]",0.6873173282574447
1137,great_pyrenees_74,15,"[9.856, 46.368, 195.328, 120.96000000000001]","[85, 20, 139, 143]",0.4753790659632276
1138,saint_bernard_94,28,"[16.128, 88.624, 169.792, 76.608]","[68, 47, 156, 139]",0.352080528230345
1139,Birman_41,6,"[23.296, 47.856, 163.072, 137.984]","[75, 19, 149, 147]",0.42108098305396974
1140,american_bulldog_25,1,"[65.224, 21.952, 116.48, 193.536]","[41, 0, 150, 168]",0.5535598703614509
1141,great_pyrenees_50,15,"[0.0, 53.984, 201.6, 131.712]","[73, 52, 151, 137]",0.5589788335915783
1142,miniature_pinscher_58,10,"[0.0, 15.232000000000001, 217.728, 208.768]","[0, 0, 189, 167]",0.5934633257120434
1143,chihuahua_39,10,"[44.800000000000004, 39.344, 147.84, 146.496]","[30, 50, 158, 146]",0.7696658146899809
1144,boxer_79,8,"[79.296, 39.2, 57.344, 144.256]","[45, 0, 135, 160]",0.30190180104810554
1145,keeshond_45,18,"[51.52, 43.68, 155.45600000000002, 151.872]","[37, 33, 164, 139]",0.7045685769120272
1146,german_shorthaired_99,14,"[26.432000000000002, 29.72, 189.504, 167.104]","[34, 41, 190, 138]",0.76593628232962
1147,miniature_pinscher_91,21,"[42.376, 9.856, 143.808, 206.08]","[36, 29, 151, 153]",0.7158507529544685
1148,wheaten_terrier_70,35,"[93.632, 93.0, 107.52, 84.672]","[60, 56, 142, 134]",0.4784493083876392
1149,British_Shorthair_67,9,"[36.064, 38.976, 158.144, 178.752]","[36, 31, 165, 158]",0.7750063963078191
1150,chihuahua_97,10,"[50.544, 35.392, 116.48, 166.208]","[46, 0, 153, 156]",0.4814484695550519
1151,german_shorthaired_6,14,"[66.568, 18.368000000000002, 88.256, 185.472]","[56, 33, 131, 131]",0.5262783570887202
1152,Russian_Blue_40,27,"[0.448, 39.24, 217.28, 140.672]","[83, 25, 141, 127]",0.4564843794981589
1153,Bengal_69,5,"[90.72, 85.12, 85.568, 120.06400000000001]","[42, 67, 129, 157]",0.46145082289530737
1154,Maine_Coon_8,26,"[12.16, 62.08, 201.6, 90.88]","[0, 46, 115, 133]",0.3850836541478203
1155,pomeranian_61,24,"[0.0, 31.584, 222.208, 162.17600000000002]","[35, 29, 154, 153]",0.6357685992394261
1156,leonberger_64,19,"[10.752, 33.376, 213.248, 162.17600000000002]","[0, 24, 161, 139]",0.5195338935591904
1157,english_cocker_spaniel_35,12,"[52.864000000000004, 49.544, 133.952, 128.576]","[56, 48, 168, 134]",0.7340013394322025
1158,Ragdoll_250,26,"[0.7466666666666667, 43.973333333333336, 206.08, 141.86666666666667]","[40, 65, 152, 135]",0.5851778196750949
1159,Bombay_81,7,"[4.792, 0.896, 205.184, 223.104]","[72, 0, 152, 167]",0.47506089647113636
1160,miniature_pinscher_200,21,"[32.480000000000004, 52.266666666666666, 162.02666666666667, 170.98666666666668]","[39, 59, 146, 165]",0.8622094198157872
1161,shiba_inu_88,31,"[0.0, 56.816, 154.56, 97.664]","[49, 32, 141, 137]",0.42773141548258664
1162,yorkshire_terrier_9,36,"[43.904, 31.584, 158.144, 163.072]","[30, 53, 149, 137]",0.6683161781980227
1163,staffordshire_bull_terrier_69,34,"[28.224, 58.504000000000005, 170.68800000000002, 119.616]","[0, 44, 194, 145]",0.6904996908728346
1164,Siamese_53,32,"[0.0, 38.0, 223.552, 145.6]","[0, 49, 200, 135]",0.8250286173373599
1165,yorkshire_terrier_60,36,"[0.448, 38.896, 178.304, 143.808]","[49, 31, 153, 139]",0.5689768727339496
1166,english_cocker_spaniel_5,12,"[49.728, 40.096000000000004, 157.696, 136.192]","[30, 22, 137, 137]",0.5301575291401968
1167,chihuahua_45,10,"[23.744, 67.016, 150.528, 103.04]","[0, 61, 144, 136]",0.5457892970675366
1168,havanese_48,36,"[17.92, 45.512, 197.12, 129.92000000000002]","[69, 54, 155, 138]",0.605958764340963
1169,boxer_22,21,"[100.8, 39.24, 122.75200000000001, 146.048]","[90, 29, 134, 150]",0.8219591238497697
1170,havanese_51,16,"[35.84, 38.792, 180.096, 146.496]","[39, 38, 185, 139]",0.884591260278921
1171,american_bulldog_40,1,"[17.024, 70.112, 137.088, 83.776]","[34, 37, 171, 149]",0.3740543127588182
1172,scottish_terrier_54,30,"[56.0, 38.0, 93.184, 148.288]","[40, 38, 144, 144]",0.6348773229417067
1173,chihuahua_48,10,"[21.056, 33.344, 152.32, 158.144]","[20, 40, 149, 130]",0.7938949623028926
1174,Birman_54,6,"[32.0, 7.0, 159.0, 196.0]","[30, 0, 151, 135]",0.5872463589617267
1175,Bengal_84,10,"[60.872, 21.056, 142.464, 202.94400000000002]","[59, 0, 165, 139]",0.47947046709834706
1176,Maine_Coon_7,20,"[54.10545454545455, 31.76727272727273, 124.62545454545455, 160.46545454545455]","[25, 18, 137, 150]",0.5686328583942867
1177,Russian_Blue_222,27,"[16.426666666666666, 28.0, 203.09333333333333, 167.25333333333333]","[34, 40, 190, 160]",0.8098479746569646
1178,miniature_pinscher_36,21,"[88.44800000000001, 60.480000000000004, 103.04, 101.696]","[74, 44, 134, 135]",0.5792568181315643
1179,samoyed_191,29,"[89.824, 70.336, 64.06400000000001, 128.576]","[83, 30, 141, 162]",0.3347367821690134
1180,Bombay_54,7,"[28.896, 2.24, 167.104, 221.76]","[20, 42, 175, 145]",0.6280840978181896
1181,British_Shorthair_97,9,"[21.952, 46.368, 202.048, 149.184]","[37, 33, 169, 155]",0.7387248309764771
1182,Bengal_200,5,"[8.75, 15.2, 215.25, 199.5]","[0, 0, 160, 180]",0.5324205472978205
1183,staffordshire_bull_terrier_82,2,"[73.47200000000001, 33.824, 104.384, 161.728]","[36, 0, 188, 177]",0.42443081337013144
1184,english_cocker_spaniel_79,12,"[17.024, 47.408, 206.528, 139.328]","[31, 56, 141, 144]",0.6015193717377948
1185,Maine_Coon_84,20,"[53.576, 64.96000000000001, 100.352, 143.808]","[35, 61, 135, 131]",0.6582462833654322
1186,miniature_pinscher_75,21,"[49.448, 31.36, 118.272, 192.64000000000001]","[49, 44, 150, 158]",0.6722673287665459
1187,german_shorthaired_40,14,"[63.168, 60.664, 75.712, 68.096]","[34, 33, 142, 123]",0.2951840348104889
1188,Persian_71,20,"[7.168, 73.24799999999999, 94.528, 121.85600000000001]","[0, 52, 138, 142]",0.579402898545527
1189,wheaten_terrier_36,16,"[84.936, 23.744, 79.296, 175.168]","[56, 0, 128, 138]",0.4027746234068
1190,american_pit_bull_terrier_67,2,"[87.584, 60.928000000000004, 107.968, 162.624]","[59, 49, 165, 175]",0.608075776
1191,english_cocker_spaniel_199,12,"[38.08, 68.712, 185.024, 104.384]","[48, 49, 127, 132]",0.5809078224866713
1192,pug_3,25,"[38.448, 38.08, 147.392, 134.4]","[27, 28, 197, 157]",0.6404825503572701
1193,Bombay_39,7,"[1.344, 58.016000000000005, 190.848, 114.688]","[25, 67, 135, 123]",0.5891127458425742
1194,British_Shorthair_63,27,"[81.984, 82.24799999999999, 142.016, 61.824]","[51, 38, 133, 142]",0.29528765370598575
1195,scottish_terrier_98,30,"[84.224, 82.352, 77.504, 90.048]","[42, 42, 138, 127]",0.37750141701457196
1196,keeshond_53,18,"[2.688, 22.240000000000002, 206.976, 181.888]","[0, 34, 224, 155]",0.7963545754457048
1197,havanese_72,35,"[50.176, 37.0, 173.824, 149.184]","[43, 19, 142, 157]",0.6355907706201199
1198,yorkshire_terrier_28,36,"[1.344, 24.928, 123.2, 168.0]","[0, 37, 167, 142]",0.6499338712793307
1199,Persian_233,26,"[62.720000000000006, 89.22666666666666, 67.94666666666667, 105.28]","[40, 64, 128, 131]",0.4266117048346057
1200,Maine_Coon_66,20,"[37.632, 44.128, 186.368, 134.848]","[37, 31, 150, 152]",0.7248085046601982
1201,Birman_74,6,"[33.792, 14.784, 155.45600000000002, 188.608]","[18, 28, 206, 150]",0.6319033599346582
1202,scottish_terrier_44,30,"[38.480000000000004, 10.752, 144.256, 190.4]","[65, 0, 159, 188]",0.5718976104164709
1203,Abyssinian_49,33,"[37.448, 17.024, 147.84, 206.976]","[37, 27, 164, 169]",0.7496153994302392
1204,basset_hound_67,3,"[0.0, 72.392, 106.176, 113.34400000000001]","[0, 59, 152, 144]",0.5498178245614035
1205,american_pit_bull_terrier_86,2,"[59.36, 25.984, 135.744, 198.016]","[54, 22, 170, 164]",0.6574560529073674
1206,chihuahua_40,1,"[53.76, 40.24, 167.104, 145.6]","[25, 73, 162, 134]",0.4849382106704406
1207,miniature_pinscher_37,21,"[55.775999999999996, 14.784, 125.888, 195.328]","[45, 24, 135, 159]",0.7509310613002059
1208,basset_hound_87,3,"[46.096000000000004, 65.408, 135.744, 158.592]","[30, 50, 140, 152]",0.6538612816330436
1209,havanese_82,16,"[46.592, 49.544, 136.192, 135.296]","[34, 36, 158, 143]",0.7537987609382041
1210,leonberger_72,19,"[40.096000000000004, 22.848, 116.928, 195.776]","[44, 0, 149, 157]",0.48718749623742463
1211,scottish_terrier_48,30,"[17.472, 45.352000000000004, 155.008, 150.976]","[40, 34, 153, 159]",0.6943928061089082
1212,pug_201,25,"[82.13333333333334, 57.120000000000005, 104.53333333333333, 120.96000000000001]","[60, 29, 138, 136]",0.560064078521617
1213,leonberger_40,19,"[28.896, 0.896, 165.312, 218.624]","[39, 0, 156, 139]",0.5890259457428466
1214,beagle_195,13,"[44.616, 8.064, 107.968, 203.84]","[39, 35, 185, 141]",0.46314641679433277
1215,chihuahua_4,10,"[0.448, 33.376, 196.22400000000002, 162.17600000000002]","[0, 29, 169, 154]",0.772904964217996
1216,samoyed_71,29,"[88.70400000000001, 67.98400000000001, 85.12, 82.432]","[52, 38, 132, 146]",0.3640832212536322
1217,english_cocker_spaniel_54,12,"[63.168, 39.24, 103.488, 146.048]","[52, 34, 147, 133]",0.6165771579169504
1218,pomeranian_92,24,"[59.400000000000006, 30.016000000000002, 124.544, 170.68800000000002]","[43, 0, 136, 149]",0.5214221501476651
1219,keeshond_24,18,"[73.424, 73.92, 58.688, 104.83200000000001]","[42, 66, 136, 135]",0.3350969725490197
1220,Egyptian_Mau_210,11,"[43.30666666666667, 28.746666666666666, 150.08, 149.33333333333334]","[59, 41, 165, 144]",0.6638405992258524
1221,Egyptian_Mau_9,11,"[42.18666666666667, 43.81333333333333, 130.66666666666669, 147.46666666666667]","[39, 59, 149, 140]",0.7566227781076534
