index,pred_class,true_bbox,cam_bboxes,vggnet_adv_iou
newfoundland_22,30,"[81.536, 58.056, 78.848, 103.04]","[112, 68, 47, 77]",0.44544291052018625
Sphynx_42,33,"[77.952, 36.96, 64.06400000000001, 155.904]","[88, 37, 62, 69]",0.35365779851336204
german_shorthaired_35,14,"[47.04, 19.616, 142.464, 193.088]","[120, 30, 67, 66]",0.16075271630124713
basset_hound_6,3,"[55.104, 58.608000000000004, 83.328, 128.12800000000001]","[85, 102, 61, 56]",0.26955572502620095
pomeranian_73,24,"[0.0, 45.96, 151.424, 139.776]","[62, 61, 91, 54]",0.22723633650554975
saint_bernard_26,28,"[0.448, 37.0, 219.96800000000002, 133.504]","[78, 90, 60, 71]",0.1450627194862964
japanese_chin_37,17,"[40.32, 50.888, 130.368, 122.304]","[108, 59, 65, 62]",0.24158919407883256
japanese_chin_49,17,"[0.448, 36.96, 128.12800000000001, 112.896]","[52, 44, 63, 56]",0.24389672827172829
scottish_terrier_193,7,"[34.944, 62.984, 178.752, 109.312]","[49, 108, 88, 53]",0.2386930598074309
newfoundland_20,19,"[18.368000000000002, 69.664, 134.4, 73.92]","[103, 72, 55, 56]",0.27249233464739375
keeshond_84,18,"[54.656, 28.448, 168.89600000000002, 145.6]","[112, 85, 77, 62]",0.19413403241321012
chihuahua_58,10,"[58.688, 84.03999999999999, 65.408, 91.84]","[72, 72, 60, 59]",0.34453616547063604
basset_hound_7,28,"[24.192, 55.472, 181.44, 128.576]","[139, 41, 51, 52]",0.07952531840343133
german_shorthaired_34,14,"[73.016, 11.648, 96.32000000000001, 212.352]","[99, 27, 59, 70]",0.20191901642906204
saint_bernard_25,28,"[74.816, 92.512, 30.016000000000002, 68.096]","[67, 76, 53, 49]",0.26601484538370457
Ragdoll_41,26,"[36.736000000000004, 17.200000000000003, 131.264, 193.984]","[93, 32, 61, 63]",0.15092418515499112
newfoundland_54,22,"[35.392, 39.24, 140.224, 146.496]","[54, 146, 110, 52]",0.19966657884947775
leonberger_78,19,"[61.824, 28.0, 162.17600000000002, 167.104]","[82, 79, 104, 105]",0.40294818881442934
newfoundland_50,22,"[33.152, 71.864, 123.2, 92.736]","[75, 92, 78, 66]",0.45058784383318545
staffordshire_bull_terrier_77,1,"[60.928000000000004, 48.608000000000004, 94.08, 142.464]","[73, 39, 60, 62]",0.2248665221990538
Sphynx_87,33,"[26.88, 3.584, 141.12, 220.416]","[53, 26, 109, 159]",0.5571754053683029
basset_hound_77,3,"[69.888, 30.240000000000002, 87.808, 164.416]","[92, 103, 55, 55]",0.20953048361576182
Maine_Coon_269,20,"[28.0, 0.0, 141.62851782363978, 224.00000000000003]","[49, 55, 98, 77]",0.23785816951038571
pug_51,25,"[47.304, 11.648, 126.336, 197.12]","[85, 28, 68, 57]",0.1556416963545573
Persian_85,23,"[0.448, 28.0, 223.104, 168.0]","[91, 64, 66, 63]",0.11093481067125645
american_bulldog_76,1,"[75.264, 58.504000000000005, 90.048, 126.784]","[89, 74, 59, 56]",0.28940199306345604
great_pyrenees_80,15,"[54.216, 12.992, 133.952, 206.08]","[63, 0, 70, 73]",0.1473143191482141
american_pit_bull_terrier_20,2,"[192.5213849287169, 103.78615071283096, 31.478615071283098, 106.29735234215886]","[123, 45, 101, 59]",0.0007239640239004382
miniature_pinscher_86,21,"[31.808, 45.96, 84.224, 93.184]","[105, 61, 71, 71]",0.06470083413820212
pug_202,25,"[58.906666666666666, 51.52, 124.69333333333334, 156.05333333333334]","[73, 58, 62, 59]",0.18798682661042526
great_pyrenees_3,15,"[67.2, 45.512, 140.224, 140.672]","[86, 38, 71, 64]",0.19796926687840993
Birman_27,6,"[40.584, 13.44, 145.15200000000002, 189.504]","[57, 74, 85, 92]",0.2842924639210382
havanese_43,16,"[37.632, 44.128, 117.376, 137.088]","[64, 116, 82, 54]",0.2751876036674212
miniature_pinscher_199,21,"[45.18666666666667, 22.400000000000002, 139.62666666666667, 201.60000000000002]","[86, 73, 68, 66]",0.15943877551020405
saint_bernard_47,28,"[42.136, 32.256, 138.43200000000002, 177.856]","[99, 34, 61, 61]",0.15113138273944485
newfoundland_66,22,"[54.656, 67.816, 97.664, 95.424]","[74, 78, 81, 78]",0.6411230585915243
Birman_9,6,"[76.16, 42.336, 70.784, 110.208]","[73, 38, 60, 58]",0.37059560836606387
yorkshire_terrier_57,36,"[49.728, 39.344, 125.888, 143.808]","[57, 64, 72, 72]",0.286350280292381
Ragdoll_56,26,"[90.048, 43.72, 133.952, 137.536]","[98, 56, 69, 90]",0.3370745849078795
english_cocker_spaniel_40,12,"[18.816, 33.376, 200.256, 161.728]","[121, 128, 60, 44]",0.08151418183142672
pug_73,25,"[96.768, 54.472, 126.784, 131.264]","[140, 70, 84, 66]",0.3307651760189901
Egyptian_Mau_50,11,"[0.0, 69.20754716981132, 186.66666666666666, 126.44025157232704]","[74, 66, 63, 77]",0.19529804141570448
Sphynx_21,33,"[0.448, 52.68, 161.28, 133.504]","[68, 77, 16, 16]",0.011889543289351536
Russian_Blue_64,27,"[13.888, 40.096000000000004, 162.624, 155.904]","[37, 31, 149, 103]",0.474664353415808
keeshond_48,18,"[0.448, 37.896, 223.552, 148.288]","[76, 67, 85, 69]",0.17692265542553134
miniature_pinscher_66,21,"[69.072, 38.528, 101.248, 176.96]","[84, 57, 62, 64]",0.22146754971732163
boxer_42,8,"[83.592, 23.296, 73.024, 182.784]","[93, 0, 60, 71]",0.1941109845814354
japanese_chin_9,17,"[21.056, 24.0, 190.848, 176.064]","[78, 60, 70, 57]",0.11874483222490155
chihuahua_72,10,"[51.52, 29.792, 169.344, 165.76]","[56, 45, 45, 65]",0.10420206330601739
basset_hound_34,3,"[28.448, 33.152, 135.296, 190.848]","[83, 70, 56, 64]",0.13880190636090273
havanese_36,16,"[27.776, 21.056, 191.744, 189.056]","[91, 91, 63, 82]",0.1425089544748448
beagle_61,4,"[51.072, 48.2, 126.784, 137.984]","[89, 43, 75, 77]",0.30110438283840296
British_Shorthair_50,27,"[0.896, 51.336, 162.624, 134.4]","[88, 43, 74, 100]",0.3018278001155635
german_shorthaired_56,14,"[59.328, 17.472, 119.616, 146.496]","[59, 30, 76, 67]",0.28896860665024926
Ragdoll_259,26,"[43.008, 35.088, 154.56, 150.528]","[70, 74, 102, 115]",0.48218797020056214
Ragdoll_7,6,"[37.896, 24.64, 147.84, 199.36]","[64, 34, 107, 87]",0.3158443056742615
Bombay_36,32,"[75.712, 78.176, 63.616, 52.416000000000004]","[67, 57, 69, 86]",0.5173261219293139
wheaten_terrier_91,35,"[51.879999999999995, 5.376, 129.92000000000002, 182.336]","[103, 0, 66, 60]",0.149941674708842
Birman_64,32,"[0.0, 28.448, 200.256, 167.552]","[75, 40, 110, 135]",0.44257950663486867
english_cocker_spaniel_34,12,"[68.80799999999999, 49.28, 70.336, 89.152]","[95, 38, 62, 56]",0.2541193194784339
english_cocker_spaniel_90,12,"[83.104, 44.800000000000004, 68.992, 133.056]","[93, 34, 64, 59]",0.28181678687600403
Egyptian_Mau_87,11,"[3.3600000000000003, 41.24, 206.45333333333335, 126.18666666666667]","[109, 55, 71, 64]",0.17442268003641528
pomeranian_93,24,"[7.168, 34.96, 206.976, 155.45600000000002]","[65, 89, 82, 64]",0.1631046520183731
beagle_196,4,"[38.304, 59.584, 138.43200000000002, 153.216]","[73, 89, 81, 95]",0.36280061174955414
basset_hound_35,28,"[82.24799999999999, 95.872, 52.864000000000004, 61.824]","[79, 93, 60, 45]",0.5952766571514263
german_shorthaired_47,14,"[66.176, 20.16, 130.816, 190.848]","[78, 55, 58, 52]",0.12080442947968305
japanese_chin_95,17,"[0.0, 26.032, 217.28, 174.72]","[88, 65, 75, 63]",0.12446276339639742
scottish_terrier_55,30,"[34.944, 38.512, 104.83200000000001, 140.224]","[68, 58, 74, 68]",0.3286448132762059
basset_hound_88,3,"[3.584, 38.792, 159.936, 132.16]","[93, 74, 60, 59]",0.16747770536786144
Bombay_42,7,"[1.792, 104.16, 155.008, 90.496]","[81, 97, 72, 67]",0.2962554681841519
leonberger_41,19,"[0.0, 46.816, 196.22400000000002, 149.184]","[75, 90, 71, 65]",0.15765121906572493
keeshond_96,18,"[28.0, 4.48, 105.28, 219.52]","[45, 119, 84, 43]",0.15628876930711494
Ragdoll_254,26,"[0.0, 40.986666666666665, 224.0, 144.85333333333335]","[38, 102, 115, 73]",0.25872845110982534
Russian_Blue_201,27,"[65.72800000000001, 38.976, 104.384, 168.448]","[76, 41, 70, 86]",0.34237078397928433
Ragdoll_67,6,"[3.584, 54.616, 209.66400000000002, 121.85600000000001]","[92, 66, 73, 101]",0.28858479740053067
pug_82,25,"[57.792, 48.647999999999996, 164.416, 136.192]","[76, 71, 79, 66]",0.2328495221272576
staffordshire_bull_terrier_90,34,"[15.68, 43.272, 163.072, 127.68]","[60, 48, 67, 56]",0.18020239472307142
german_shorthaired_53,14,"[34.688, 33.6, 154.56, 190.4]","[99, 65, 61, 76]",0.15753584042312577
yorkshire_terrier_78,36,"[17.92, 26.928, 151.424, 173.824]","[60, 34, 68, 73]",0.18859375992054844
pug_199,25,"[44.800000000000004, 33.6, 133.28, 160.16000000000003]","[101, 48, 69, 54]",0.17455158886731512
great_pyrenees_70,15,"[51.968, 38.304, 137.984, 153.216]","[38, 39, 70, 59]",0.1505038689877172
german_shorthaired_200,14,"[0.0, 73.28800000000001, 154.112, 112.44800000000001]","[56, 81, 88, 83]",0.42147573091591867
keeshond_89,18,"[6.72, 37.448, 217.28, 146.94400000000002]","[83, 88, 80, 62]",0.15534957382500394
great_pyrenees_196,15,"[19.712, 58.704, 175.616, 115.584]","[23, 55, 65, 45]",0.13068889056107238
havanese_85,16,"[76.608, 51.888, 113.34400000000001, 133.504]","[96, 70, 69, 65]",0.2963941544433515
japanese_chin_61,17,"[43.904, 78.176, 120.512, 75.712]","[103, 96, 61, 59]",0.3841551307044064
american_bulldog_57,1,"[34.944, 73.736, 142.016, 112.896]","[71, 77, 81, 96]",0.48499852847853886
boxer_196,8,"[0.0, 58.775999999999996, 163.52, 133.056]","[85, 62, 68, 65]",0.20315004720582017
havanese_199,12,"[86.016, 81.312, 113.792, 110.208]","[110, 121, 79, 59]",0.37166721313309264
english_setter_45,13,"[44.800000000000004, 62.536, 179.20000000000002, 123.648]","[170, 140, 9, 7]",0.002843252620341615
Maine_Coon_99,20,"[45.472, 35.392, 150.528, 188.608]","[66, 77, 69, 75]",0.18227745360423608
British_Shorthair_278,9,"[73.47200000000001, 49.992000000000004, 122.304, 135.744]","[80, 64, 74, 66]",0.2941808183397393
staffordshire_bull_terrier_49,2,"[39.24, 35.392, 142.464, 127.232]","[61, 38, 77, 69]",0.293115191740063
havanese_32,16,"[28.672, 44.616, 166.208, 125.888]","[57, 131, 65, 31]",0.0963027730708402
havanese_35,16,"[32.256, 5.824, 167.104, 191.296]","[33, 57, 64, 48]",0.09610112606174125
Sphynx_44,33,"[82.88, 25.136, 140.224, 176.064]","[93, 54, 106, 105]",0.4508190385024093
newfoundland_52,22,"[33.376, 21.056, 126.784, 171.136]","[98, 47, 63, 134]",0.3819115514825809
scottish_terrier_71,30,"[1.344, 47.888, 159.04, 142.912]","[56, 91, 70, 59]",0.1817083929911759
Bengal_32,5,"[33.152, 40.136, 142.912, 143.36]","[95, 100, 73, 87]",0.2938347948873075
wheaten_terrier_47,35,"[62.72, 28.448, 99.008, 167.104]","[71, 22, 69, 66]",0.24185980499374451
boxer_2,1,"[0.0, 67.464, 134.4, 119.168]","[72, 84, 53, 52]",0.17207599675208426
wheaten_terrier_41,35,"[72.80000000000001, 60.032000000000004, 76.608, 107.968]","[67, 61, 46, 59]",0.27536124478934504
Bengal_64,5,"[45.248, 41.888, 173.824, 141.12]","[41, 55, 90, 50]",0.17328927546866382
pomeranian_63,24,"[0.896, 40.992000000000004, 178.752, 155.008]","[69, 62, 92, 79]",0.26230700948726654
beagle_91,4,"[22.400000000000002, 58.464, 140.224, 86.464]","[93, 61, 63, 57]",0.2961813651821039
great_pyrenees_34,15,"[75.712, 62.944, 70.784, 128.576]","[79, 63, 69, 55]",0.4042185568651776
great_pyrenees_91,15,"[0.0, 30.64, 175.616, 185.92000000000002]","[75, 63, 73, 67]",0.149798502239905
miniature_pinscher_30,21,"[57.792, 42.928, 111.552, 142.912]","[74, 73, 69, 67]",0.2899865367361583
Sphynx_250,33,"[13.542268041237113, 2.7711340206185566, 185.2041237113402, 219.3814432989691]","[0, 0, 67, 76]",0.09363464611681384
english_setter_22,13,"[28.0, 70.784, 109.76, 152.768]","[66, 155, 60, 69]",0.2449058963835897
Ragdoll_255,26,"[0.0, 28.746666666666666, 223.25333333333333, 165.76000000000002]","[57, 123, 97, 58]",0.15202745938382584
japanese_chin_36,17,"[72.57600000000001, 37.0, 72.128, 23.744]","[75, 61, 63, 62]",0.0
miniature_pinscher_84,21,"[44.647999999999996, 14.784, 109.76, 177.856]","[93, 59, 61, 60]",0.1874858371354505
chihuahua_52,10,"[47.04, 42.376, 119.616, 143.808]","[108, 56, 55, 54]",0.17265697495001361
english_cocker_spaniel_3,12,"[56.0, 45.472, 107.52, 150.08]","[70, 86, 87, 45]",0.24261614043938468
shiba_inu_72,31,"[36.288000000000004, 35.24, 138.43200000000002, 155.45600000000002]","[45, 77, 102, 69]",0.3270433180266874
beagle_47,4,"[0.0, 26.240000000000002, 224.0, 170.68800000000002]","[118, 120, 58, 54]",0.0819163787562269
keeshond_91,18,"[77.056, 59.848, 92.736, 113.792]","[87, 78, 73, 75]",0.5188287496186423
Sphynx_57,21,"[103.04, 73.28800000000001, 45.696, 91.392]","[97, 66, 60, 59]",0.4414226862840879
leonberger_39,19,"[31.136, 30.016000000000002, 159.04, 172.928]","[30, 52, 63, 54]",0.12119716475570128
staffordshire_bull_terrier_40,2,"[61.775999999999996, 16.576, 108.864, 198.464]","[86, 0, 57, 70]",0.13503821299818866
British_Shorthair_60,9,"[0.0, 49.056, 162.17600000000002, 129.472]","[93, 62, 67, 64]",0.20421720849535782
german_shorthaired_2,14,"[1.344, 56.224000000000004, 222.656, 137.984]","[90, 65, 95, 72]",0.222634758324663
shiba_inu_29,31,"[37.632, 38.0, 132.16, 148.736]","[64, 48, 69, 69]",0.2422044141196401
beagle_98,4,"[50.176, 62.728, 77.952, 127.68]","[61, 66, 70, 61]",0.4043015611562636
Russian_Blue_88,27,"[31.36, 46.584, 160.38400000000001, 129.92000000000002]","[36, 62, 65, 70]",0.21836063275724465
english_cocker_spaniel_9,12,"[38.344, 3.136, 146.496, 220.864]","[35, 26, 59, 48]",0.08215866634695997
yorkshire_terrier_23,36,"[50.848, 39.872, 104.83200000000001, 167.552]","[55, 50, 66, 71]",0.266783396050728
Bombay_221,7,"[10.32258064516129, 76.96774193548387, 191.48387096774192, 108.38709677419355]","[42, 72, 136, 90]",0.5396355793741002
saint_bernard_195,28,"[0.448, 40.992000000000004, 200.256, 154.56]","[73, 72, 87, 57]",0.16021805753232135
chihuahua_51,10,"[38.0, 96.768, 107.52, 89.152]","[67, 124, 86, 54]",0.424451847599227
yorkshire_terrier_93,16,"[74.088, 50.176, 101.248, 114.688]","[75, 57, 76, 68]",0.44505949676607365
Egyptian_Mau_58,11,"[0.0, 27.272, 189.952, 137.984]","[63, 30, 134, 147]",0.5975164514675841
havanese_30,16,"[51.968, 37.448, 129.92000000000002, 147.84]","[63, 58, 67, 65]",0.22673585010022818
american_bulldog_99,2,"[38.344, 3.584, 146.94400000000002, 220.416]","[131, 0, 52, 64]",0.09644251598531556
keeshond_197,18,"[1.792, 40.544, 217.28, 153.66400000000002]","[100, 79, 92, 82]",0.22594867197577836
yorkshire_terrier_96,36,"[0.0, 37.896, 174.272, 144.704]","[73, 70, 72, 55]",0.1570315922337004
Egyptian_Mau_4,5,"[21.28, 64.60000000000001, 194.88000000000002, 153.44000000000003]","[58, 95, 47, 78]",0.12259890742101014
beagle_33,13,"[127.232, 58.232, 46.592, 92.288]","[112, 60, 56, 34]",0.28770818393089354
basset_hound_71,4,"[0.0, 65.672, 146.496, 120.06400000000001]","[50, 64, 71, 56]",0.21783224791090108
basset_hound_195,4,"[37.448, 1.792, 116.48, 155.45600000000002]","[46, 0, 74, 59]",0.23209229607997023
Siamese_97,32,"[51.52, 30.240000000000002, 136.192, 165.312]","[44, 40, 69, 64]",0.17110861819225937
beagle_23,4,"[46.144, 37.0, 176.96, 142.016]","[92, 70, 87, 76]",0.26309976432373056
Abyssinian_8,11,"[67.648, 50.888, 156.352, 134.848]","[83, 64, 68, 57]",0.1838382248633825
english_setter_33,13,"[61.6, 90.944, 66.752, 96.768]","[68, 131, 59, 55]",0.5023641663274184
german_shorthaired_26,14,"[47.712, 3.136, 148.288, 220.864]","[117, 89, 70, 66]",0.1410623239815772
leonberger_63,19,"[0.0, 28.896, 223.552, 166.656]","[26, 59, 107, 82]",0.2355039070625341
staffordshire_bull_terrier_20,34,"[47.04, 33.2, 143.36, 160.832]","[55, 34, 65, 40]",0.11276462839662327
Bombay_67,7,"[28.0, 0.0, 167.552, 224.0]","[31, 150, 97, 74]",0.19125192690712647
chihuahua_43,10,"[39.24, 2.688, 140.672, 220.416]","[47, 35, 134, 87]",0.3717995632864922
boxer_49,8,"[48.832, 34.512, 173.824, 162.624]","[71, 48, 78, 53]",0.1462433388090688
boxer_45,8,"[80.64, 44.272, 75.712, 139.328]","[71, 47, 57, 71]",0.2993401316284133
keeshond_36,18,"[41.2, 54.13333333333333, 126.93333333333334, 145.13333333333333]","[70, 68, 84, 102]",0.4650895728066146
keeshond_97,18,"[22.848, 28.0, 167.552, 168.0]","[42, 33, 66, 70]",0.16412815126050423
newfoundland_76,22,"[75.632, 63.168, 102.144, 136.192]","[74, 97, 61, 79]",0.33404777034624583
yorkshire_terrier_196,36,"[58.24, 50.44, 88.256, 116.928]","[70, 69, 80, 80]",0.5773327915751583
pomeranian_9,19,"[24.192, 83.24799999999999, 103.04, 88.256]","[62, 112, 63, 46]",0.3186752175489485
beagle_71,4,"[45.696, 67.016, 128.12800000000001, 98.11200000000001]","[125, 60, 56, 45]",0.14010878540754976
Ragdoll_264,26,"[0.0, 53.08108108108108, 198.05405405405406, 112.43243243243244]","[117, 64, 67, 63]",0.18955707953686596
saint_bernard_91,28,"[22.848, 49.992000000000004, 201.15200000000002, 120.96000000000001]","[53, 56, 49, 58]",0.1168040604635816
Birman_81,6,"[10.0, 46.0, 214.0, 113.0]","[17, 60, 67, 63]",0.1745513191630138
german_shorthaired_86,14,"[21.952, 49.992000000000004, 155.008, 131.264]","[94, 51, 66, 51]",0.16543003609244206
pug_196,25,"[45.17333333333333, 35.093333333333334, 150.82666666666668, 167.25333333333333]","[55, 42, 68, 59]",0.15904060141117973
pomeranian_25,24,"[38.528, 28.448, 175.168, 166.656]","[72, 66, 81, 70]",0.19422598545028105
Birman_65,6,"[0.0, 65.224, 166.208, 120.512]","[28, 119, 88, 67]",0.2928580724032014
samoyed_66,29,"[66.304, 24.240000000000002, 99.008, 178.752]","[77, 88, 69, 46]",0.17934353469554393
Birman_78,6,"[38.344, 10.304, 146.94400000000002, 213.696]","[45, 48, 84, 85]",0.22737879522494683
keeshond_57,18,"[35.392, 42.784, 105.28, 100.8]","[67, 49, 80, 51]",0.34360205696376167
german_shorthaired_199,14,"[51.968, 42.824, 172.032, 142.912]","[117, 49, 107, 88]",0.3829909523076472
havanese_37,16,"[42.376, 11.648, 144.256, 212.352]","[60, 47, 62, 50]",0.10119788883790014
basset_hound_93,3,"[50.176, 50.44, 173.824, 94.08]","[57, 86, 98, 47]",0.28165462383406964
basset_hound_47,3,"[48.304, 15.68, 136.192, 191.296]","[63, 77, 116, 68]",0.3027676118826675
basset_hound_90,3,"[13.888, 59.848, 107.072, 120.512]","[0, 89, 96, 48]",0.290445936005607
pomeranian_50,24,"[37.896, 45.696, 138.88, 157.696]","[74, 66, 73, 61]",0.20332571576788708
boxer_64,8,"[0.448, 1.344, 215.936, 222.656]","[59, 28, 111, 91]",0.21008977509097262
British_Shorthair_2,9,"[18.330909090909092, 21.17818181818182, 170.24, 197.93454545454546]","[117, 31, 68, 63]",0.12713532964355334
wheaten_terrier_29,35,"[42.824, 124.544, 58.24, 91.84]","[61, 99, 60, 55]",0.15801079584913613
Ragdoll_8,26,"[0.0, 39.688, 179.20000000000002, 141.568]","[53, 68, 78, 72]",0.2213726669465254
Maine_Coon_85,20,"[75.488, 8.96, 112.0, 215.04]","[69, 35, 68, 47]",0.11853764764191155
scottish_terrier_49,30,"[50.624, 53.800000000000004, 116.928, 111.552]","[53, 57, 63, 78]",0.3767378627811739
great_pyrenees_47,15,"[12.992, 25.136, 146.496, 176.064]","[17, 49, 79, 70]",0.21440198421035664
basset_hound_95,3,"[36.288000000000004, 37.448, 187.71200000000002, 148.736]","[84, 64, 68, 68]",0.16561882178756426
staffordshire_bull_terrier_51,34,"[86.464, 49.784, 59.584, 107.072]","[83, 99, 44, 35]",0.21823658841194468
Birman_6,6,"[44.352000000000004, 44.168, 168.0, 133.504]","[45, 45, 63, 54]",0.1516808485139022
Persian_91,23,"[19.264, 3.584, 189.056, 219.52]","[62, 42, 62, 56]",0.08365947936385115
english_setter_38,13,"[99.904, 78.768, 72.57600000000001, 71.68]","[121, 90, 63, 43]",0.38852095902819345
Bengal_44,5,"[157.696, 157.92000000000002, 59.584, 37.632]","[75, 67, 72, 58]",0.0
american_pit_bull_terrier_42,8,"[2.24, 36.376, 202.94400000000002, 157.248]","[64, 54, 50, 44]",0.0689384213903293
pomeranian_83,24,"[79.072, 84.224, 59.136, 90.496]","[73, 86, 62, 50]",0.49448544960260876
beagle_28,2,"[47.304, 8.064, 137.536, 215.936]","[92, 60, 44, 47]",0.06963203581268965
chihuahua_1,32,"[61.192, 58.688, 84.672, 133.504]","[68, 67, 65, 69]",0.39676042896385144
British_Shorthair_93,9,"[45.696, 39.168, 178.304, 153.216]","[72, 86, 72, 65]",0.17130918421322508
Ragdoll_33,26,"[0.0, 38.792, 224.0, 146.048]","[116, 56, 65, 53]",0.10530417592650557
Bengal_49,5,"[89.60000000000001, 68.36, 70.336, 100.352]","[96, 89, 50, 70]",0.4958660165897568
Persian_44,23,"[26.472, 12.544, 184.576, 171.136]","[78, 58, 62, 55]",0.10795375969162128
german_shorthaired_30,14,"[0.0, 75.08, 153.216, 111.552]","[52, 102, 66, 66]",0.25486276470004615
american_bulldog_66,1,"[7.6160000000000005, 49.096000000000004, 158.144, 131.264]","[94, 50, 68, 62]",0.20309641080808463
newfoundland_67,22,"[11.648, 71.00800000000001, 211.904, 124.992]","[66, 89, 69, 62]",0.161517434669428
Persian_37,23,"[20.16, 94.344, 145.15200000000002, 88.70400000000001]","[102, 97, 59, 47]",0.215369222944041
pug_21,25,"[27.648, 18.368000000000002, 178.752, 201.15200000000002]","[81, 31, 84, 61]",0.1425062317741538
chihuahua_76,10,"[42.544, 18.368000000000002, 129.024, 177.40800000000002]","[86, 32, 84, 74]",0.271560940506253
Bengal_40,5,"[65.856, 12.096, 120.512, 185.92000000000002]","[72, 44, 74, 55]",0.181651088459749
american_bulldog_9,1,"[0.0, 37.0, 224.0, 149.632]","[37, 41, 116, 90]",0.3114784461688867
