index,pred_class,true_bbox,cam_bboxes,mobilenet_iou
Egyptian_Mau_9,11,"[42.18666666666667, 43.81333333333333, 130.66666666666669, 147.46666666666667]","[36, 90, 133, 106]",0.6258077292641033
miniature_pinscher_97,21,"[11.200000000000001, 37.896, 158.592, 146.496]","[37, 37, 142, 126]",0.6777341053494769
staffordshire_bull_terrier_62,34,"[60.464, 42.56, 86.464, 169.792]","[60, 79, 105, 108]",0.5597454409641499
great_pyrenees_71,15,"[18.816, 50.400000000000006, 172.032, 121.85600000000001]","[69, 39, 138, 109]",0.4931978566053712
shiba_inu_91,31,"[85.568, 73.312, 76.608, 104.83200000000001]","[79, 63, 107, 95]",0.5541230065450845
shiba_inu_38,31,"[23.47598253275109, 31.759825327510917, 190.74235807860262, 155.03930131004367]","[0, 56, 120, 71]",0.21937728452400093
Egyptian_Mau_79,11,"[79.744, 48.384, 59.584, 174.72]","[79, 78, 72, 125]",0.6226114724650311
shiba_inu_49,31,"[53.368, 8.064, 90.048, 198.464]","[61, 0, 117, 114]",0.3884082572539743
Ragdoll_84,26,"[47.752, 5.824, 122.304, 209.216]","[89, 102, 47, 57]",0.10469770405161853
boxer_28,8,"[37.0, 34.496, 143.36, 189.504]","[45, 48, 138, 108]",0.5325171148231111
Maine_Coon_61,20,"[52.864000000000004, 62.496, 171.136, 129.92000000000002]","[39, 66, 118, 92]",0.40751701754564584
Ragdoll_252,6,"[48.53333333333334, 43.973333333333336, 144.10666666666668, 141.86666666666667]","[40, 76, 140, 111]",0.6702814769141596
boxer_192,8,"[69.888, 53.984, 83.776, 132.608]","[128, 88, 33, 59]",0.13118617548449593
saint_bernard_194,28,"[79.744, 48.16, 126.784, 112.0]","[57, 41, 122, 98]",0.5260638495798862
British_Shorthair_54,23,"[38.024, 23.296, 147.84, 198.464]","[42, 29, 120, 116]",0.47442278778944375
Abyssinian_210,0,"[45.14666666666667, 9.706666666666667, 155.30666666666667, 214.29333333333335]","[43, 34, 147, 171]",0.7361425993174322
wheaten_terrier_22,35,"[94.976, 53.128, 73.47200000000001, 119.168]","[72, 40, 107, 84]",0.41535895808904855
shiba_inu_84,31,"[64.06400000000001, 103.488, 59.136, 109.76]","[48, 90, 112, 94]",0.38842463886936374
British_Shorthair_33,9,"[77.208, 62.72, 115.584, 148.736]","[56, 64, 124, 124]",0.643056306675937
english_cocker_spaniel_83,12,"[47.936, 68.36, 111.104, 117.376]","[69, 92, 95, 70]",0.4707747707086355
japanese_chin_34,28,"[67.2, 64.776, 130.368, 120.96000000000001]","[47, 64, 177, 98]",0.620090077733436
basset_hound_68,3,"[41.216, 80.416, 91.392, 83.328]","[47, 70, 117, 87]",0.5833798285824465
pomeranian_75,24,"[76.16, 54.263999999999996, 94.08, 112.896]","[65, 55, 107, 125]",0.7848722233140732
english_setter_61,14,"[37.0, 69.44, 143.808, 111.104]","[46, 69, 144, 111]",0.8737840887719486
Egyptian_Mau_21,11,"[51.072, 38.344, 172.48, 146.496]","[83, 84, 141, 98]",0.544182583183832
japanese_chin_91,17,"[42.56, 53.128, 180.992, 132.608]","[89, 70, 135, 92]",0.5148772735167694
Russian_Blue_202,27,"[55.368, 15.232000000000001, 93.632, 197.568]","[41, 18, 142, 149]",0.5427304546165955
great_pyrenees_41,15,"[0.0, 5.376, 219.52, 218.17600000000002]","[28, 33, 160, 121]",0.40422603689256786
english_setter_192,13,"[34.448, 21.504, 131.712, 202.496]","[48, 0, 133, 171]",0.5563657022752926
chihuahua_25,10,"[86.912, 41.44, 93.184, 152.32]","[87, 70, 105, 89]",0.5431988505777993
samoyed_37,29,"[68.544, 28.0, 155.008, 167.104]","[67, 39, 157, 142]",0.8405906553988488
pug_197,25,"[55.125, 11.375, 131.25, 195.125]","[43, 25, 154, 117]",0.5431628792275017
staffordshire_bull_terrier_59,2,"[49.728, 81.352, 90.944, 105.28]","[83, 89, 89, 90]",0.4187862120560236
British_Shorthair_6,9,"[48.05818181818182, 49.92, 118.92363636363636, 123.81090909090909]","[34, 37, 124, 120]",0.6602129542854396
Persian_3,23,"[0.0, 56.66666666666667, 197.49333333333334, 129.92000000000002]","[53, 57, 130, 110]",0.5573237948461439
Siamese_82,32,"[39.424, 55.775999999999996, 177.40800000000002, 130.368]","[26, 61, 143, 111]",0.5842354400864594
Bengal_27,5,"[57.344, 5.376, 163.072, 218.624]","[92, 39, 132, 121]",0.4306023458647333
japanese_chin_51,17,"[42.112, 50.400000000000006, 181.888, 145.15200000000002]","[37, 58, 143, 98]",0.5022984027866663
saint_bernard_35,28,"[78.848, 70.56, 56.896, 89.152]","[59, 47, 118, 94]",0.32967620289626604
great_pyrenees_76,15,"[39.688, 39.872, 129.024, 184.12800000000001]","[46, 38, 135, 100]",0.47754389160814453
shiba_inu_77,31,"[53.232, 68.544, 91.392, 126.784]","[58, 64, 108, 112]",0.6475418699679852
saint_bernard_54,28,"[16.576, 32.480000000000004, 108.416, 161.728]","[22, 58, 165, 101]",0.4371273016024504
boxer_61,8,"[28.448, 17.024, 167.552, 200.704]","[45, 43, 144, 133]",0.5695193560378696
basset_hound_99,3,"[112.896, 49.28, 89.60000000000001, 166.656]","[102, 94, 122, 88]",0.44337535322476407
beagle_68,4,"[19.264, 10.752, 198.016, 212.8]","[34, 22, 133, 141]",0.44503979476405947
havanese_87,16,"[21.952, 49.992000000000004, 201.6, 121.85600000000001]","[47, 39, 121, 113]",0.4766323722163176
beagle_80,4,"[31.16, 13.44, 178.752, 210.56]","[35, 22, 154, 156]",0.6382907306259569
British_Shorthair_239,9,"[89.60000000000001, 30.186666666666667, 123.2, 174.72]","[71, 57, 153, 128]",0.622322799644387
boxer_193,8,"[59.848, 51.072, 94.08, 148.288]","[47, 42, 134, 95]",0.4347034823485603
samoyed_56,29,"[41.032, 3.136, 117.824, 220.864]","[48, 27, 118, 116]",0.4788991312699947
shiba_inu_73,31,"[70.336, 45.92, 77.504, 149.632]","[61, 44, 125, 115]",0.5093090366650648
american_bulldog_6,1,"[42.112, 54.432, 137.984, 112.896]","[32, 49, 134, 128]",0.7462078954620183
wheaten_terrier_39,35,"[0.0, 37.0, 224.0, 148.288]","[65, 47, 159, 136]",0.6510015259880386
Abyssinian_60,0,"[50.624, 37.0, 119.616, 149.632]","[60, 39, 130, 126]",0.6812901572260793
scottish_terrier_45,30,"[52.232, 65.856, 93.184, 130.368]","[46, 72, 122, 114]",0.6883181335551161
havanese_61,16,"[74.368, 35.616, 149.632, 159.936]","[80, 48, 107, 92]",0.4113399530042983
pug_76,1,"[52.416000000000004, 55.472, 57.344, 103.936]","[25, 44, 133, 106]",0.3703239258232201
newfoundland_82,22,"[40.584, 18.368000000000002, 137.984, 187.71200000000002]","[41, 32, 153, 112]",0.557648159423813
american_bulldog_48,1,"[46.144, 28.0, 116.032, 149.632]","[47, 39, 135, 114]",0.6691489022908041
Egyptian_Mau_56,11,"[73.92, 27.48, 132.72, 170.8]","[67, 57, 132, 144]",0.7361425116187803
Birman_79,26,"[0.448, 50.888, 222.208, 135.296]","[64, 70, 121, 84]",0.33808041198080385
german_shorthaired_62,14,"[42.608000000000004, 55.104, 94.08, 77.504]","[34, 43, 125, 95]",0.6140274795789473
american_pit_bull_terrier_7,2,"[0.0, 58.504000000000005, 131.264, 127.68]","[0, 91, 155, 102]",0.6223605081330102
beagle_55,4,"[109.57600000000001, 40.768, 53.312, 120.96000000000001]","[115, 34, 71, 85]",0.4287820474181333
yorkshire_terrier_3,36,"[59.848, 17.472, 119.168, 153.66400000000002]","[45, 18, 118, 121]",0.6207041559701031
pug_87,25,"[15.232000000000001, 79.56, 150.528, 72.57600000000001]","[74, 79, 108, 86]",0.4913673606981591
english_cocker_spaniel_7,12,"[62.016000000000005, 29.568, 103.488, 182.784]","[57, 40, 109, 104]",0.552241896925302
american_pit_bull_terrier_79,1,"[28.0, 3.584, 143.808, 215.488]","[54, 45, 134, 138]",0.48933904378465753
shiba_inu_45,31,"[90.496, 46.408, 52.864000000000004, 106.176]","[77, 36, 108, 88]",0.3723830631857752
english_cocker_spaniel_81,12,"[67.816, 110.656, 75.712, 98.11200000000001]","[52, 106, 93, 81]",0.6295713665478535
Persian_80,23,"[0.0, 23.0, 224.0, 177.856]","[82, 58, 142, 109]",0.3885065124916465
american_pit_bull_terrier_199,2,"[47.04, 39.946666666666665, 156.8, 156.05333333333334]","[41, 40, 121, 92]",0.42263282694231524
american_bulldog_91,31,"[85.12, 47.304, 56.0, 128.12800000000001]","[63, 58, 102, 89]",0.4422686750255209
Ragdoll_82,26,"[37.896, 38.08, 147.392, 185.92000000000002]","[32, 64, 152, 128]",0.6641607746930124
newfoundland_36,22,"[64.06400000000001, 37.408, 159.936, 155.008]","[47, 32, 177, 130]",0.7148707622670344
yorkshire_terrier_49,36,"[76.16, 46.856, 101.696, 138.88]","[84, 41, 112, 97]",0.5205588754009831
samoyed_198,29,"[68.544, 39.632, 65.856, 118.72]","[48, 39, 119, 95]",0.4814339803344324
chihuahua_92,10,"[41.584, 21.952, 144.704, 174.272]","[55, 48, 102, 102]",0.41256481959581287
beagle_95,3,"[56.0, 70.2, 87.808, 83.328]","[48, 65, 122, 67]",0.539184830341281
British_Shorthair_48,9,"[37.0, 0.0, 148.736, 224.0]","[22, 33, 163, 96]",0.4087825645029425
great_pyrenees_38,15,"[24.192, 28.896, 119.168, 166.208]","[40, 61, 130, 88]",0.4106217360888221
Russian_Blue_77,27,"[0.0, 37.408, 191.744, 155.904]","[85, 40, 139, 116]",0.36813361691457963
Egyptian_Mau_35,5,"[6.72, 49.088, 210.56, 118.272]","[68, 70, 156, 106]",0.5401842369824686
Abyssinian_94,0,"[109.536, 48.384, 86.464, 175.616]","[43, 46, 13, 4]",0.0
scottish_terrier_197,30,"[86.016, 51.016000000000005, 137.984, 151.872]","[71, 65, 153, 123]",0.7442935466938907
boxer_43,8,"[35.048, 17.024, 165.76, 200.256]","[53, 25, 132, 98]",0.38970388173408305
Bengal_45,5,"[16.576, 38.304, 177.856, 116.032]","[0, 43, 187, 108]",0.8206907586209167
english_setter_85,13,"[26.88, 68.36, 128.12800000000001, 83.328]","[58, 72, 129, 82]",0.5715923890961446
american_pit_bull_terrier_195,2,"[73.18666666666667, 53.013333333333335, 75.41333333333334, 149.33333333333334]","[65, 46, 120, 133]",0.5361583526968905
Abyssinian_52,0,"[43.904, 37.0, 179.20000000000002, 134.4]","[43, 44, 181, 125]",0.9214512198533249
scottish_terrier_52,30,"[58.688, 35.168, 109.312, 160.832]","[42, 72, 140, 126]",0.6256150489036767
yorkshire_terrier_38,36,"[0.0, 37.0, 221.312, 149.184]","[27, 55, 178, 123]",0.6631288204361512
Sphynx_55,33,"[50.44, 16.576, 101.248, 188.608]","[52, 30, 131, 127]",0.5487141689575202
Russian_Blue_8,0,"[62.139240506329116, 1.4177215189873418, 107.0379746835443, 210.53164556962025]","[54, 0, 139, 196]",0.7194071978469593
Persian_76,23,"[0.0, 39.24, 202.496, 146.496]","[29, 48, 163, 130]",0.7143133078818114
german_shorthaired_28,14,"[116.48, 66.08, 68.096, 127.68]","[94, 48, 105, 123]",0.49393010856010106
yorkshire_terrier_98,36,"[39.872, 76.832, 107.52, 107.968]","[67, 94, 109, 97]",0.4904940139411912
newfoundland_97,16,"[33.448, 48.832, 158.144, 151.872]","[58, 63, 101, 100]",0.42052415052109726
Sphynx_71,33,"[52.784, 0.0, 133.504, 211.904]","[41, 0, 155, 167]",0.6993495414080256
leonberger_84,19,"[0.448, 37.0, 180.544, 149.184]","[64, 50, 138, 128]",0.5055134286683358
keeshond_62,18,"[0.0, 45.472, 223.104, 150.528]","[72, 58, 130, 107]",0.41419273958687036
Russian_Blue_89,27,"[41.536, 21.952, 161.28, 188.16]","[33, 35, 139, 125]",0.5191407724886002
samoyed_61,29,"[0.448, 40.136, 207.424, 145.15200000000002]","[82, 61, 111, 116]",0.42766030248192377
miniature_pinscher_68,21,"[49.448, 48.384, 122.75200000000001, 133.504]","[66, 63, 87, 96]",0.509644839173116
Sphynx_236,33,"[13.575757575757576, 28.955555555555556, 210.42424242424244, 173.76969696969698]","[32, 40, 152, 128]",0.5320883393680051
Maine_Coon_68,20,"[37.896, 0.0, 148.736, 224.0]","[40, 26, 148, 153]",0.6691697064812178
Persian_259,23,"[0.4765957446808511, 28.0, 223.52340425531915, 166.8085106382979]","[27, 45, 180, 139]",0.6710364287734588
Abyssinian_62,0,"[0.0, 37.0, 144.704, 139.776]","[35, 76, 106, 88]",0.46118523320259275
Maine_Coon_56,20,"[5.824, 44.272, 161.728, 142.016]","[56, 67, 119, 96]",0.45218109277702756
havanese_28,16,"[25.536, 43.72, 172.928, 134.848]","[117, 53, 107, 70]",0.2271314841075857
great_pyrenees_191,15,"[6.72, 48.608000000000004, 212.352, 115.136]","[35, 32, 172, 131]",0.7205548307236571
beagle_63,3,"[55.104, 68.32, 109.312, 127.68]","[32, 62, 148, 102]",0.5624922641645814
leonberger_31,19,"[36.6, 47.936, 120.512, 167.104]","[38, 42, 151, 138]",0.6230942590124491
german_shorthaired_45,14,"[18.368000000000002, 42.480000000000004, 187.71200000000002, 125.44]","[42, 66, 182, 117]",0.5947540892709506
pug_93,25,"[49.992000000000004, 38.528, 133.504, 139.776]","[97, 36, 87, 78]",0.34505809669191484
german_shorthaired_59,14,"[43.456, 84.936, 114.688, 82.432]","[36, 72, 154, 103]",0.5960131897616946
Maine_Coon_57,20,"[41.584, 4.48, 144.256, 219.52]","[36, 46, 142, 136]",0.5721423946216989
great_pyrenees_90,15,"[61.64, 18.816, 120.06400000000001, 202.94400000000002]","[42, 28, 123, 107]",0.41784891658235707
american_bulldog_55,1,"[83.592, 49.28, 77.056, 173.376]","[66, 32, 114, 146]",0.49383330995961994
Maine_Coon_244,26,"[0.0, 29.493333333333332, 223.25333333333333, 165.76000000000002]","[66, 103, 107, 75]",0.21685395690636375
staffordshire_bull_terrier_78,29,"[28.672, 93.856, 172.928, 58.688]","[35, 74, 85, 84]",0.40555697924407813
samoyed_77,29,"[41.61971830985915, 9.990610328638498, 133.03286384976528, 202.96713615023475]","[65, 17, 131, 107]",0.4006363923734049
Bengal_7,5,"[12.544, 46.032, 209.66400000000002, 130.368]","[25, 61, 176, 109]",0.701849986183565
wheaten_terrier_197,35,"[53.76, 105.2, 108.416, 80.19200000000001]","[37, 93, 123, 91]",0.7270024250217197
saint_bernard_33,28,"[100.8, 82.656, 68.096, 66.752]","[83, 64, 115, 84]",0.4561008749057931
shiba_inu_200,31,"[46.592, 59.848, 92.736, 126.784]","[36, 66, 128, 98]",0.597379938588188
miniature_pinscher_87,21,"[75.264, 44.616, 55.552, 137.088]","[63, 58, 91, 86]",0.4479982953883315
Siamese_71,32,"[48.384, 36.688, 141.568, 147.84]","[37, 42, 139, 120]",0.6868616862419951
Birman_40,26,"[0.0, 45.024, 211.008, 146.496]","[89, 70, 103, 92]",0.3065493250612541
Maine_Coon_95,20,"[0.448, 77.49600000000001, 223.552, 96.768]","[158, 77, 66, 84]",0.254380715158221
Bengal_39,5,"[27.776, 51.992000000000004, 140.224, 109.312]","[34, 73, 139, 87]",0.7395722460089613
chihuahua_94,10,"[12.992, 45.472, 166.656, 150.08]","[0, 73, 195, 90]",0.5441790569220906
miniature_pinscher_73,21,"[0.448, 56.616, 130.816, 116.928]","[48, 51, 91, 102]",0.4848332890743055
boxer_44,8,"[0.448, 38.856, 207.424, 146.496]","[41, 63, 183, 98]",0.5115677738642357
basset_hound_29,3,"[15.232000000000001, 49.024, 208.32, 142.016]","[26, 43, 139, 116]",0.5024853451054876
havanese_77,16,"[0.0, 36.064, 167.552, 159.936]","[32, 42, 150, 104]",0.49813830442578894
american_pit_bull_terrier_23,34,"[36.472, 8.064, 168.448, 215.936]","[69, 31, 122, 99]",0.33205048132577386
scottish_terrier_2,30,"[62.944, 47.04, 104.384, 171.136]","[43, 51, 134, 93]",0.4708333597437232
boxer_26,8,"[63.168, 45.168, 143.808, 126.784]","[58, 67, 121, 105]",0.6473009788213071
pomeranian_56,24,"[29.792, 0.0, 165.76, 224.0]","[57, 41, 141, 118]",0.4369194943844727
Persian_25,9,"[0.0, 40.0, 224.0, 142.464]","[26, 69, 160, 129]",0.5277748835270827
leonberger_73,19,"[85.168, 27.776, 63.168, 139.328]","[51, 35, 138, 138]",0.4279285192195093
Bombay_65,7,"[17.94315245478036, 33.89405684754522, 180.58914728682169, 154.54263565891472]","[42, 36, 182, 141]",0.7006757624408363
newfoundland_43,22,"[110.024, 0.0, 39.424, 26.88]","[42, 35, 156, 143]",0.0
scottish_terrier_24,30,"[65.856, 41.928, 63.616, 93.632]","[56, 42, 114, 104]",0.5018230797615525
Egyptian_Mau_1,11,"[27.776, 41.168, 189.056, 143.36]","[24, 82, 154, 77]",0.42225757241738415
saint_bernard_59,28,"[96.768, 84.44800000000001, 43.904, 65.408]","[74, 74, 98, 74]",0.38047213493870374
Bombay_74,7,"[23.744, 50.400000000000006, 198.912, 138.88]","[39, 58, 131, 125]",0.5927623576403098
Russian_Blue_67,27,"[22.400000000000002, 28.448, 201.6, 167.552]","[60, 44, 127, 138]",0.5188510063116156
english_cocker_spaniel_19,12,"[4.928, 16.272, 198.016, 197.12]","[92, 33, 132, 88]",0.23878857671814818
Abyssinian_225,0,"[36.96, 0.0, 158.29333333333335, 224.0]","[55, 31, 131, 169]",0.6243776623267231
shiba_inu_202,31,"[69.44, 76.424, 84.672, 110.208]","[45, 69, 114, 89]",0.5494846821151192
miniature_pinscher_62,21,"[24.192, 51.128, 106.176, 130.816]","[52, 70, 114, 102]",0.456148337909973
american_pit_bull_terrier_4,34,"[38.528, 43.824, 135.296, 138.43200000000002]","[30, 67, 153, 89]",0.5930249958683574
shiba_inu_60,31,"[59.808, 34.944, 73.47200000000001, 172.928]","[64, 29, 100, 82]",0.3369845323586295
shiba_inu_81,31,"[46.592, 51.784, 176.96, 106.624]","[69, 47, 119, 99]",0.5768085448183718
miniature_pinscher_69,21,"[63.168, 49.0, 81.984, 118.272]","[44, 61, 113, 97]",0.625932369452459
Egyptian_Mau_220,11,"[4.8533333333333335, 33.61333333333333, 203.09333333333333, 157.92000000000002]","[44, 69, 150, 111]",0.5191363446974534
Maine_Coon_253,20,"[49.28, 28.746666666666666, 174.72, 137.38666666666668]","[38, 49, 144, 119]",0.6073992583587796
great_pyrenees_31,15,"[36.288000000000004, 47.752, 185.92000000000002, 139.328]","[24, 43, 162, 119]",0.6091801929373448
chihuahua_47,10,"[74.816, 55.816, 88.70400000000001, 130.368]","[65, 72, 115, 78]",0.508173662271191
pug_5,25,"[67.648, 51.480000000000004, 77.504, 112.896]","[79, 72, 84, 73]",0.48037344036776913
newfoundland_81,22,"[43.904, 38.344, 158.592, 147.84]","[33, 36, 166, 162]",0.8365689832931268
Persian_34,23,"[0.448, 44.616, 223.552, 137.984]","[26, 45, 107, 101]",0.35034656304060546
boxer_58,8,"[50.400000000000006, 25.536, 143.36, 167.104]","[42, 40, 158, 117]",0.6534410836271196
Maine_Coon_249,24,"[32.85333333333333, 44.72, 186.66666666666669, 136.64000000000001]","[128, 132, 48, 18]",0.03387420541987286
saint_bernard_70,28,"[13.44, 52.864000000000004, 210.56, 171.136]","[21, 52, 90, 70]",0.17230319819263873
Russian_Blue_38,27,"[0.0, 28.0, 192.192, 167.552]","[37, 45, 151, 140]",0.6564778247599102
shiba_inu_47,31,"[70.784, 51.24, 86.464, 119.168]","[64, 44, 112, 101]",0.6001138697735178
english_setter_195,13,"[23.744, 39.2, 164.416, 155.904]","[0, 30, 224, 127]",0.5579539809990604
samoyed_68,29,"[55.816, 62.272, 129.472, 161.728]","[44, 73, 142, 131]",0.7511301956719484
havanese_46,17,"[55.104, 40.096000000000004, 168.89600000000002, 155.904]","[51, 49, 146, 115]",0.6088020824181551
Birman_33,26,"[49.728, 56.224000000000004, 95.872, 109.76]","[56, 86, 97, 75]",0.606612579741029
keeshond_99,18,"[19.712, 42.784, 185.472, 141.568]","[45, 43, 179, 128]",0.7152730862131441
japanese_chin_85,17,"[53.76, 95.744, 87.808, 73.47200000000001]","[66, 88, 112, 75]",0.5202566135185828
english_cocker_spaniel_27,12,"[49.728, 54.472, 124.096, 131.264]","[59, 68, 130, 114]",0.7264356761973458
beagle_22,4,"[12.992, 49.992000000000004, 171.584, 136.64000000000001]","[49, 51, 135, 119]",0.6852137804892962
samoyed_43,31,"[8.96, 32.584, 113.792, 162.624]","[21, 98, 113, 93]",0.484003625490835
japanese_chin_32,17,"[66.304, 62.984, 139.328, 109.76]","[42, 77, 123, 76]",0.4376317079083219
great_pyrenees_86,15,"[11.136, 6.72, 197.12, 217.28]","[59, 23, 124, 81]",0.23450724303310827
pug_203,25,"[20.16, 30.240000000000002, 150.82666666666668, 165.76000000000002]","[43, 62, 141, 95]",0.4634141348880517
leonberger_23,19,"[11.448, 0.0, 198.912, 224.0]","[36, 44, 166, 142]",0.529038684730649
american_bulldog_209,1,"[27.232, 13.44, 177.856, 194.88]","[172, 137, 6, 17]",0.0029428246152973484
german_shorthaired_4,14,"[84.672, 38.304, 44.352000000000004, 142.912]","[62, 54, 104, 112]",0.3815516212365136
american_bulldog_217,1,"[186.816, 15.0, 37.184, 184.576]","[0, 88, 122, 136]",0.0
beagle_56,4,"[40.768, 77.768, 116.48, 83.328]","[62, 52, 122, 108]",0.5204408981415817
beagle_99,4,"[38.304, 5.824, 133.504, 147.84]","[52, 34, 142, 91]",0.5011112124663356
Bombay_3,7,"[4.48, 36.480000000000004, 183.68, 148.48]","[26, 39, 198, 140]",0.7030695036405611
basset_hound_21,3,"[41.664, 37.896, 147.392, 148.288]","[41, 29, 130, 130]",0.6782515984273951
miniature_pinscher_48,21,"[45.064, 30.464000000000002, 133.504, 174.272]","[47, 38, 132, 149]",0.8402621151838623
havanese_191,22,"[64.06400000000001, 41.480000000000004, 78.4, 109.312]","[48, 33, 103, 122]",0.6820038834951456
american_pit_bull_terrier_72,2,"[63.616, 62.496, 88.256, 118.72]","[47, 69, 71, 82]",0.37663753776740017
wheaten_terrier_58,35,"[22.848, 51.784, 201.15200000000002, 130.816]","[42, 44, 125, 123]",0.5277990531394343
chihuahua_5,10,"[0.0, 30.240000000000002, 200.256, 150.976]","[113, 62, 111, 97]",0.26012930986664545
wheaten_terrier_28,35,"[0.0, 38.0, 180.096, 148.288]","[0, 35, 188, 150]",0.9311390633359325
leonberger_20,19,"[63.168, 52.296, 101.696, 116.032]","[47, 44, 147, 118]",0.6201638711553367
basset_hound_96,3,"[17.92, 37.0, 111.104, 148.288]","[25, 36, 135, 129]",0.6471380919149162
miniature_pinscher_63,21,"[61.056, 21.504, 116.48, 188.608]","[70, 38, 93, 97]",0.4106229427066825
miniature_pinscher_193,21,"[41.06666666666667, 57.413333333333334, 126.18666666666667, 128.42666666666668]","[76, 47, 99, 110]",0.5046399321621493
